pt3ISO,TradeValue,rt3ISO,period,rgDesc
DEU,2046584,IRN,2005,Import
DEU,4835,IRN,2010,Import
DEU,59242,ISL,2015,Import
DEU,23058,ISL,2010,Import
DEU,2093,ISL,2005,Import
DEU,7882000,ISR,2015,Import
DEU,2748000,ISR,2010,Import
DEU,1201000,ISR,2005,Import
DEU,79045978,ITA,2015,Import
DEU,5397636,ITA,2015,Export
DEU,134946269,ITA,2010,Import
DEU,5108101,ITA,2010,Export
DEU,140611565,ITA,2005,Import
DEU,822991,ITA,2005,Export
DEU,6303722,JOR,2015,Import
DEU,3086509,JOR,2010,Import
DEU,30818,JOR,2005,Import
DEU,18623412,JPN,2015,Import
DEU,26257579,JPN,2010,Import
DEU,17956273,JPN,2005,Import
DEU,154586,KAZ,2010,Import
DEU,172216,KAZ,2005,Import
DEU,11366,KGZ,2005,Import
DEU,36145001,KOR,2015,Import
DEU,5115713,KOR,2010,Import
DEU,1627339,KOR,2005,Import
DEU,8414395,KWT,2015,Import
DEU,26715,KWT,2010,Import
DEU,2894933,LBN,2010,Import
DEU,1000,LBN,2005,Import
DEU,462772,LBY,2010,Import
DEU,84689,LKA,2015,Import
DEU,139567,LTU,2015,Import
DEU,9119381,LTU,2015,Export
DEU,511904,LTU,2010,Import
DEU,12809402,LTU,2010,Export
DEU,91396,LTU,2005,Import
DEU,18180572,LTU,2005,Export
DEU,8357119,LUX,2015,Import
DEU,787534,LUX,2015,Export
DEU,9144345,LUX,2010,Import
DEU,1640564,LUX,2010,Export
DEU,5889037,LUX,2005,Import
DEU,2509745,LUX,2005,Export
DEU,99450,LVA,2015,Import
DEU,32012479,LVA,2015,Export
DEU,135309,LVA,2010,Import
DEU,41685223,LVA,2010,Export
DEU,518212,LVA,2005,Import
DEU,28188229,LVA,2005,Export
DEU,3348120,MAR,2015,Import
DEU,15388,MAR,2005,Import
DEU,8407291,MAR,2010,Import
DEU,3335,MDA,2010,Import
DEU,185345,MEX,2015,Import
DEU,697,MEX,2015,Export
DEU,89,MEX,2010,Import
DEU,21061,MEX,2005,Import
DEU,7001,MKD,2010,Import
DEU,27077,MKD,2005,Import
DEU,5831,MKD,2005,Export
DEU,27184,MLT,2015,Import
DEU,32395,MLT,2010,Import
DEU,72448,MLT,2005,Import
DEU,22006,MNE,2015,Import
DEU,218,MNE,2010,Import
DEU,624754,MOZ,2005,Export
DEU,25335,MOZ,2010,Export
DEU,968,MUS,2015,Import
DEU,26790,MYS,2015,Import
DEU,45700,MYS,2010,Import
DEU,22136,MYS,2010,Export
DEU,318439,MYS,2005,Import
DEU,191801,MYT,2005,Import
DEU,346053,NAM,2010,Import
DEU,481,NAM,2010,Export
DEU,6,NAM,2005,Import
DEU,784136,NCL,2015,Import
DEU,64818,NCL,2010,Import
DEU,156727338,NLD,2015,Import
DEU,22629458,NLD,2015,Export
DEU,125771720,NLD,2010,Import
DEU,15515222,NLD,2010,Export
DEU,75912931,NLD,2005,Import
DEU,19763122,NLD,2005,Export
DEU,2841681,NOR,2015,Import
DEU,25043105,NOR,2015,Export
DEU,1041797,NOR,2010,Import
DEU,25101035,NOR,2010,Export
DEU,873283,NOR,2005,Import
DEU,9262148,NOR,2005,Export
DEU,116543,NPL,2015,Import
DEU,60324,NZL,2015,Import
DEU,562236,NZL,2015,Export
DEU,21483,NZL,2010,Import
DEU,1887709,NZL,2010,Export
DEU,79715,NZL,2005,Export
DEU,139801,OMN,2015,Import
DEU,1206616,OMN,2010,Import
DEU,33264,PAK,2010,Import
DEU,15606,PAN,2010,Export
DEU,9361,PAN,2005,Import
DEU,1064,PER,2005,Export
DEU,1473754,PHL,2010,Import
DEU,739227,PHL,2015,Import
DEU,916014,PHL,2005,Import
DEU,20785008,POL,2015,Import
DEU,47094277,POL,2015,Export
DEU,33026582,POL,2010,Import
DEU,36871510,POL,2010,Export
DEU,13344379,POL,2005,Import
DEU,40328116,POL,2005,Export
DEU,3837221,PRT,2015,Import
DEU,8840717,PRT,2010,Import
DEU,3294710,PRT,2005,Import
DEU,3371,PRT,2005,Export
DEU,43181,PSE,2015,Import
DEU,80192,PSE,2010,Import
DEU,8123409,QAT,2015,Import
DEU,13511,QAT,2015,Export
DEU,70930,QAT,2005,Import
DEU,2622537,QAT,2010,Import
DEU,1640780,ROU,2015,Import
DEU,1634871,ROU,2015,Export
DEU,679998,ROU,2010,Import
DEU,2678342,ROU,2010,Export
DEU,821853,ROU,2005,Import
DEU,1576666,ROU,2005,Export
DEU,47528,RUS,2015,Import
DEU,100049418,RUS,2015,Export
DEU,694265,RUS,2010,Import
DEU,134290995,RUS,2010,Export
DEU,51274,RUS,2005,Import
DEU,112289664,RUS,2005,Export
DEU,41086185,SAU,2015,Import
DEU,25529365,SAU,2010,Import
DEU,6624497,SAU,2005,Import
DEU,530292,SEN,2015,Import
DEU,2305,SGP,2015,Import
DEU,138612,SGP,2010,Import
DEU,1049013,SRB,2015,Import
DEU,29105,SRB,2015,Export
DEU,83214,SRB,2010,Import
DEU,69467,SRB,2005,Import
DEU,2144,SRB,2005,Export
DEU,1338974,SVK,2015,Import
DEU,15380992,SVK,2015,Export
DEU,2829928,SVK,2010,Import
DEU,4824138,SVK,2010,Export
DEU,699928,SVK,2005,Import
DEU,10869500,SVK,2005,Export
DEU,2958240,SVN,2015,Import
DEU,2355117,SVN,2015,Export
DEU,3527111,SVN,2010,Import
DEU,1704092,SVN,2010,Export
DEU,1787948,SVN,2005,Import
DEU,1347842,SVN,2005,Export
DEU,1641392,SWE,2015,Import
DEU,228391109,SWE,2015,Export
DEU,4775086,SWE,2010,Import
DEU,268979594,SWE,2010,Export
DEU,554555,SWE,2005,Import
DEU,178061681,SWE,2005,Export
DEU,260133,SYR,2010,Import
DEU,85839,SYR,2005,Export
DEU,69704,THA,2015,Import
DEU,100080,THA,2010,Import
DEU,16007,THA,2005,Import
DEU,53143,TTO,2010,Import
DEU,38,TTO,2015,Export
DEU,1474901,TUN,2015,Import
DEU,2716663,TUN,2010,Import
DEU,218731,TUN,2005,Import
DEU,122236,TUR,2015,Import
DEU,507,TUR,2015,Export
DEU,1085669,TUR,2010,Import
DEU,117326,TUR,2005,Import
DEU,388,TUR,2005,Export
DEU,2663697,TWN,2015,Import
DEU,645084,TWN,2010,Import
DEU,241459,TWN,2005,Import
DEU,427,TZA,2010,Import
DEU,23477,TZA,2005,Export
DEU,9643,UKR,2015,Import
DEU,22051371,UKR,2015,Export
DEU,44125,UKR,2010,Import
DEU,13812712,UKR,2010,Export
DEU,1070,UKR,2005,Import
DEU,10152016,UKR,2005,Export
DEU,22936,URY,2015,Import
DEU,27184466,USA,2015,Import
DEU,3105708,USA,2015,Export
DEU,24866152,USA,2010,Import
DEU,4302194,USA,2010,Export
DEU,489020805,USA,2005,Import
DEU,2291819,USA,2005,Export
DEU,777167,VNM,2015,Import
DEU,46320,VNM,2010,Import
DEU,862834,VNM,2005,Import
DEU,16430,YEM,2015,Import
DEU,139032,ZAF,2015,Import
DEU,26045,ZAF,2010,Import
DEU,6008,ZAF,2005,Import
DEU,628,ZAF,2005,Export
DJI,26115,ARE,2015,Export
DJI,367316,ARE,2005,Export
DJI,165746,AUT,2015,Export
DJI,237798,AUT,2010,Export
DJI,41233,AUT,2005,Export
DJI,8600,BLR,2010,Export
DJI,16289,CHN,2015,Export
DJI,2128,CHN,2005,Export
DJI,2821,ETH,2015,Export
DJI,27915,FRA,2015,Export
DJI,14581,FRA,2010,Export
DJI,381875,HRV,2015,Export
DJI,19474,HRV,2005,Export
DJI,1465136,ITA,2015,Export
DJI,28116,ITA,2010,Export
DJI,233432,ITA,2005,Export
DJI,448774,LVA,2015,Export
DJI,164948,LVA,2010,Export
DJI,8487,ROU,2010,Export
DJI,73127,ROU,2005,Export
DJI,208761,SVN,2010,Export
DJI,75306,TUR,2015,Export
DJI,575656,UKR,2015,Export
DJI,29037,UKR,2010,Export
DJI,5044,USA,2015,Export
DMA,206134,CAN,2015,Export
DMA,287175,CAN,2010,Export
DMA,281843,CAN,2005,Export
DMA,11119,CHN,2010,Export
DMA,5000,DEU,2005,Export
DMA,13070,FJI,2010,Export
DMA,984,KNA,2005,Import
DMA,1156,LTU,2010,Export
DMA,691,MSR,2005,Export
DMA,411262,SAU,2005,Import
DMA,1578,TTO,2010,Export
DMA,3359,TTO,2005,Export
DMA,939494,USA,2015,Export
DMA,1127575,USA,2010,Export
DMA,1331186,USA,2005,Export
DNK,424,AGO,2015,Import
DNK,13328,ALB,2010,Import
DNK,1135610,ARE,2005,Import
DNK,130245,AUS,2010,Import
DNK,5446,AUT,2015,Import
DNK,30668,AUT,2015,Export
DNK,119897,AUT,2010,Import
DNK,1151214,AUT,2010,Export
DNK,13310,AUT,2005,Import
DNK,193362,AUT,2005,Export
DNK,38887,AZE,2015,Import
DNK,550248,BEL,2015,Import
DNK,609670,BEL,2015,Export
DNK,1932879,BEL,2010,Import
DNK,569757,BEL,2010,Export
DNK,2315372,BEL,2005,Import
DNK,544762,BEL,2005,Export
DNK,18961,BGR,2015,Import
DNK,32053,BIH,2015,Import
DNK,282400,BLR,2015,Export
DNK,70500,BLR,2010,Export
DNK,1276400,BLR,2005,Export
DNK,600,BOL,2005,Export
DNK,104599,BRA,2010,Export
DNK,6699,BRA,2005,Export
DNK,2048348,CAN,2015,Export
DNK,1427734,CAN,2010,Export
DNK,49,CAN,2005,Import
DNK,1201560,CAN,2005,Export
DNK,122049,CHE,2015,Import
DNK,14607,CHE,2010,Import
DNK,132656,CHE,2010,Export
DNK,74374,CHE,2005,Import
DNK,257,CHE,2005,Export
DNK,28340,CHL,2010,Export
DNK,7982499,CHN,2015,Import
DNK,46900,CHN,2010,Import
DNK,39061,CHN,2010,Export
DNK,2207752,CHN,2005,Import
DNK,10,CHN,2005,Export
DNK,12311,COL,2015,Import
DNK,53694,CYP,2010,Import
DNK,75327,CZE,2015,Import
DNK,44847,CZE,2015,Export
DNK,208270,CZE,2010,Export
DNK,577332,CZE,2005,Export
DNK,4054487,DEU,2015,Import
DNK,12875787,DEU,2015,Export
DNK,5250422,DEU,2010,Import
DNK,16030051,DEU,2010,Export
DNK,5467000,DEU,2005,Import
DNK,15783000,DEU,2005,Export
DNK,26757,EGY,2010,Import
DNK,220333,ESP,2015,Import
DNK,89,ESP,2015,Export
DNK,98932,ESP,2010,Import
DNK,69868,ESP,2005,Import
DNK,581738,EST,2015,Import
DNK,4087348,EST,2015,Export
DNK,154181,EST,2010,Import
DNK,5990103,EST,2010,Export
DNK,24640,EST,2005,Import
DNK,2197392,EST,2005,Export
DNK,29598,FIN,2015,Import
DNK,31482300,FIN,2015,Export
DNK,39714819,FIN,2010,Export
DNK,48696,FIN,2005,Import
DNK,67684535,FIN,2005,Export
DNK,635250,FRA,2015,Import
DNK,755522,FRA,2010,Import
DNK,1326,FRA,2010,Export
DNK,639556,FRA,2005,Import
DNK,60968,FRA,2005,Export
DNK,360504,FRO,2005,Import
DNK,7698289,GBR,2015,Import
DNK,5777783,GBR,2010,Import
DNK,3650,GBR,2010,Export
DNK,4832945,GBR,2005,Import
DNK,418466,GHA,2010,Export
DNK,47311,GHA,2005,Export
DNK,1167,GRC,2015,Import
DNK,4787,GRC,2015,Export
DNK,597,GRC,2010,Import
DNK,6771,GRC,2010,Export
DNK,15786,GRC,2005,Import
DNK,9293,GRC,2005,Export
DNK,2415444,GRL,2015,Import
DNK,2413708,GRL,2010,Import
DNK,2175189,GRL,2005,Import
DNK,17,GRL,2005,Export
DNK,71252,HUN,2015,Import
DNK,1628000,HUN,2010,Import
DNK,74000,HUN,2010,Export
DNK,42000,HUN,2005,Import
DNK,583154,IDN,2015,Import
DNK,221513,IDN,2005,Import
DNK,319850,IRL,2015,Import
DNK,416207,IRL,2010,Import
DNK,342041,IRL,2005,Import
DNK,381745,ISL,2015,Import
DNK,307406,ISL,2010,Import
DNK,152930,ISL,2005,Import
DNK,49980,ITA,2015,Import
DNK,2056,ITA,2015,Export
DNK,31353,ITA,2010,Import
DNK,48698,ITA,2005,Import
DNK,21314,JPN,2005,Import
DNK,711273,KOR,2015,Import
DNK,21108,KWT,2015,Import
DNK,414201,LTU,2015,Import
DNK,16742151,LTU,2015,Export
DNK,163526,LTU,2010,Import
DNK,14825472,LTU,2010,Export
DNK,144688,LTU,2005,Import
DNK,7085192,LTU,2005,Export
DNK,50,LUX,2015,Import
DNK,126958,LVA,2015,Import
DNK,2589705,LVA,2015,Export
DNK,219920,LVA,2010,Import
DNK,4108742,LVA,2010,Export
DNK,38703,LVA,2005,Import
DNK,8669149,LVA,2005,Export
DNK,40687,MYS,2010,Import
DNK,122796,MYS,2005,Import
DNK,6234083,NLD,2015,Import
DNK,1025927,NLD,2015,Export
DNK,3066504,NLD,2010,Import
DNK,46421,NLD,2010,Export
DNK,441325,NLD,2005,Import
DNK,363151,NLD,2005,Export
DNK,679088,NOR,2015,Import
DNK,21017461,NOR,2015,Export
DNK,2366806,NOR,2010,Import
DNK,18008825,NOR,2010,Export
DNK,637043,NOR,2005,Import
DNK,13454713,NOR,2005,Export
DNK,56625,NZL,2015,Export
DNK,97298,NZL,2010,Export
DNK,137796,NZL,2005,Export
DNK,240869,OMN,2010,Import
DNK,7800,PAN,2015,Export
DNK,80563,PHL,2010,Import
DNK,16197026,POL,2015,Import
DNK,6057064,POL,2015,Export
DNK,9945638,POL,2010,Import
DNK,3023128,POL,2010,Export
DNK,1155448,POL,2005,Import
DNK,8802973,POL,2005,Export
DNK,50171,PRT,2015,Import
DNK,99256,PRT,2010,Import
DNK,162738,PRT,2005,Import
DNK,106267,QAT,2015,Import
DNK,21861,QAT,2005,Import
DNK,676,ROU,2010,Import
DNK,34109,ROU,2010,Export
DNK,16184,ROU,2005,Import
DNK,2445218,ROU,2005,Export
DNK,1639623,RUS,2015,Export
DNK,2823160,RUS,2010,Export
DNK,5763,RUS,2005,Import
DNK,9080373,RUS,2005,Export
DNK,11203,SGP,2015,Import
DNK,980,SRB,2010,Import
DNK,241135,SVK,2015,Import
DNK,175,SVK,2015,Export
DNK,329260,SVK,2010,Import
DNK,2168,SVK,2005,Import
DNK,20499,SVK,2005,Export
DNK,442392,SWE,2015,Import
DNK,193515702,SWE,2015,Export
DNK,4408478,SWE,2010,Import
DNK,241946068,SWE,2010,Export
DNK,3168328,SWE,2005,Import
DNK,306318647,SWE,2005,Export
DNK,87742,SYR,2005,Export
DNK,688365,THA,2015,Import
DNK,26,THA,2010,Import
DNK,703,TUR,2010,Import
DNK,66616,TWN,2015,Import
DNK,91313,UKR,2015,Export
DNK,13002,UKR,2010,Import
DNK,68831,UKR,2010,Export
DNK,225975,UKR,2005,Export
DNK,892465,USA,2015,Export
DNK,76027,USA,2010,Import
DNK,258013,USA,2010,Export
DNK,421423,USA,2005,Export
DNK,31070,VNM,2010,Import
DOM,2444755,ARG,2015,Export
DOM,3449237,ARG,2010,Export
DOM,7585770,ARG,2005,Export
DOM,1791474,BRA,2015,Export
DOM,242383,BRA,2010,Export
DOM,701911,BRA,2005,Export
DOM,458847,CAN,2015,Export
DOM,217784,CAN,2010,Export
DOM,15666,CAN,2005,Export
DOM,1372689,CHL,2015,Export
DOM,4793992,CHL,2010,Export
DOM,4016669,CHL,2005,Export
DOM,10500,COL,2015,Export
DOM,3688,CRI,2005,Export
DOM,56976,DEU,2010,Export
DOM,23000,DEU,2005,Export
DOM,311711,ESP,2015,Export
DOM,50066,FJI,2005,Export
DOM,7877,GUY,2010,Export
DOM,11648,LCA,2005,Import
DOM,29181,LCA,2010,Import
DOM,74,LTU,2005,Export
DOM,5665,MEX,2010,Export
DOM,254,NLD,2015,Import
DOM,77392,PAN,2010,Export
DOM,26017,URY,2010,Export
DOM,21906,USA,2015,Import
DOM,51163641,USA,2015,Export
DOM,42018885,USA,2010,Export
DOM,27912706,USA,2005,Export
DZA,756841,AUT,2015,Export
DZA,21234105,AUT,2010,Export
DZA,7587,AUT,2005,Import
DZA,35183377,AUT,2005,Export
DZA,4442703,BEL,2015,Export
DZA,14345421,BEL,2010,Export
DZA,666009,BEL,2005,Export
DZA,1,BRA,2005,Export
DZA,87558,CAN,2015,Export
DZA,332500,CHN,2010,Export
DZA,176152,CZE,2010,Export
DZA,13040,CZE,2005,Export
DZA,23475106,DEU,2015,Export
DZA,6077851,DEU,2010,Export
DZA,40000,DEU,2005,Export
DZA,171488,ESP,2015,Export
DZA,85401,ESP,2010,Export
DZA,942,ESP,2005,Export
DZA,4017872,EST,2010,Export
DZA,109249306,FIN,2015,Export
DZA,112502767,FIN,2010,Export
DZA,60026228,FIN,2005,Export
DZA,10482192,FRA,2015,Export
DZA,11554913,FRA,2010,Export
DZA,6455129,FRA,2005,Export
DZA,7621664,HRV,2015,Export
DZA,220037,HRV,2010,Export
DZA,408053,ITA,2015,Export
DZA,72436,ITA,2010,Export
DZA,185030,LTU,2015,Export
DZA,3335851,LVA,2015,Export
DZA,7482877,LVA,2010,Export
DZA,3,NLD,2015,Import
DZA,2164105,PRT,2015,Export
DZA,179462,ROU,2015,Export
DZA,4124100,ROU,2010,Export
DZA,1858512,ROU,2005,Export
DZA,12008735,RUS,2005,Export
DZA,722139,SVK,2010,Export
DZA,90769851,SVN,2015,Export
DZA,82338403,SVN,2010,Export
DZA,1552485,SVN,2005,Export
DZA,149735396,SWE,2015,Export
DZA,186100786,SWE,2010,Export
DZA,30182877,SWE,2005,Export
DZA,50247,TUN,2015,Import
DZA,15265,TUN,2005,Import
DZA,309,TUR,2010,Export
DZA,41299,TUR,2005,Export
DZA,18680,UKR,2015,Export
DZA,46098,UKR,2005,Export
DZA,436415,USA,2015,Export
DZA,188552,USA,2010,Export
ECU,16968,ALB,2005,Import
ECU,21498,BRA,2015,Export
ECU,469,CAN,2015,Import
ECU,72536,CAN,2015,Export
ECU,17,CAN,2005,Import
ECU,341141,CHL,2015,Export
ECU,13007,CHL,2010,Export
ECU,1346,CHL,2005,Export
ECU,4930,CHN,2005,Import
ECU,2560,DOM,2010,Import
ECU,5,ESP,2015,Export
ECU,14354,ESP,2010,Import
ECU,1462,ESP,2010,Export
ECU,45520,ESP,2005,Import
ECU,5296,FRA,2015,Import
ECU,906,HND,2010,Import
ECU,8879,MEX,2005,Import
ECU,170,NLD,2015,Import
ECU,3143,PAN,2010,Export
ECU,70900,POL,2010,Import
ECU,12133,POL,2005,Import
ECU,67116,QAT,2015,Import
ECU,24647,SVK,2005,Import
ECU,83865,TUR,2005,Import
ECU,321799,TWN,2010,Import
ECU,360592,TWN,2005,Import
ECU,175987,USA,2015,Export
ECU,458069,USA,2005,Import
ECU,18773,USA,2005,Export
EGY,232538,AUT,2010,Export
EGY,1048976,BEL,2010,Export
EGY,270717,BEL,2005,Export
EGY,6661,BGR,2015,Export
EGY,576867,BIH,2015,Export
EGY,20027,BIH,2010,Export
EGY,6389,BIH,2005,Export
EGY,6200,BLR,2015,Export
EGY,66300,BLR,2010,Export
EGY,81500,BLR,2005,Export
EGY,127964,BRA,2010,Export
EGY,2244920,CAN,2015,Export
EGY,9306546,CAN,2010,Export
EGY,948,CAN,2005,Import
EGY,545065,CAN,2005,Export
EGY,2960,CHN,2010,Export
EGY,8579,CYP,2005,Import
EGY,170511,CZE,2010,Import
EGY,2527279,DEU,2015,Export
EGY,40271230,DEU,2010,Export
EGY,90000,DEU,2005,Export
EGY,28055,ESP,2010,Export
EGY,948110,EST,2015,Export
EGY,3303681,EST,2010,Export
EGY,762996,EST,2005,Export
EGY,215923427,FIN,2015,Export
EGY,177368500,FIN,2010,Export
EGY,82140708,FIN,2005,Export
EGY,25450,GHA,2010,Export
EGY,1232165,HRV,2015,Export
EGY,170405,HRV,2010,Export
EGY,599,IRL,2010,Import
EGY,1426818,ITA,2015,Export
EGY,2249013,ITA,2010,Export
EGY,11961,JPN,2005,Export
EGY,2358,KWT,2015,Import
EGY,16345,LBY,2010,Import
EGY,11560,LTU,2010,Export
EGY,51227280,LVA,2015,Export
EGY,50915452,LVA,2010,Export
EGY,3174195,LVA,2005,Export
EGY,13890,MYS,2005,Import
EGY,50,NLD,2015,Import
EGY,1655500,NOR,2015,Export
EGY,68733,POL,2015,Import
EGY,1940299,POL,2010,Export
EGY,90,QAT,2015,Import
EGY,1250,QAT,2010,Import
EGY,15283046,ROU,2015,Export
EGY,29853137,ROU,2010,Export
EGY,1286316,ROU,2005,Export
EGY,319077452,RUS,2015,Export
EGY,346491458,RUS,2010,Export
EGY,181886836,RUS,2005,Export
EGY,196,SDN,2010,Import
EGY,24222,SDN,2015,Import
EGY,231925270,SWE,2015,Export
EGY,268881190,SWE,2010,Export
EGY,46851660,SWE,2005,Export
EGY,180,TUR,2015,Export
EGY,348152,UKR,2015,Export
EGY,378707,UKR,2010,Export
EGY,1641604,UKR,2005,Export
EGY,6463584,USA,2015,Export
EGY,3286766,USA,2010,Export
EGY,586631,USA,2005,Export
ERI,209372,ARE,2015,Export
ERI,212689,ARE,2005,Export
ERI,2805,BGR,2005,Export
ERI,7192,CHN,2015,Export
ERI,3592,GBR,2015,Export
ERI,2352,ITA,2015,Export
ERI,2313,ITA,2010,Export
ERI,3050,NLD,2015,Export
ERI,15757,TZA,2005,Export
ESP,24485,ALB,2005,Import
ESP,704471,AND,2010,Import
ESP,2877,AND,2010,Export
ESP,934,AND,2005,Export
ESP,28,ARE,2015,Import
ESP,250226,ARG,2010,Export
ESP,2283706,ARG,2005,Export
ESP,257,AUT,2015,Import
ESP,1682350,AUT,2015,Export
ESP,73347,AUT,2010,Import
ESP,6168076,AUT,2010,Export
ESP,74684,AUT,2005,Import
ESP,11296223,AUT,2005,Export
ESP,131457,BEL,2015,Import
ESP,107695,BEL,2015,Export
ESP,86336,BEL,2010,Import
ESP,54099,BEL,2010,Export
ESP,10144,BEL,2005,Import
ESP,2201479,BEL,2005,Export
ESP,43845,BGR,2015,Import
ESP,33270,BGR,2005,Export
ESP,1063,BHR,2015,Import
ESP,5888,BHR,2010,Import
ESP,30383,BHR,2005,Import
ESP,146768,BIH,2015,Export
ESP,3707,BIH,2010,Export
ESP,58019,BIH,2005,Export
ESP,3300,BLR,2015,Export
ESP,26300,BLR,2010,Export
ESP,648000,BLR,2005,Export
ESP,886,BOL,2015,Import
ESP,1411,BOL,2010,Import
ESP,76553,BOL,2010,Export
ESP,958973,BRA,2015,Export
ESP,2340821,BRA,2010,Export
ESP,13001814,BRA,2005,Export
ESP,861617,CAN,2015,Export
ESP,487360,CAN,2010,Export
ESP,2644763,CAN,2005,Export
ESP,89,CHE,2015,Import
ESP,276723,CHE,2015,Export
ESP,4767,CHE,2010,Import
ESP,513060,CHE,2010,Export
ESP,93148,CHE,2005,Export
ESP,869,CHL,2015,Import
ESP,12137183,CHL,2015,Export
ESP,23656321,CHL,2010,Export
ESP,40581103,CHL,2005,Export
ESP,4884217,CHN,2015,Import
ESP,200361,CHN,2010,Import
ESP,22000,CHN,2010,Export
ESP,120,CHN,2005,Import
ESP,2124,CIV,2005,Export
ESP,292,COL,2015,Import
ESP,3996,COL,2005,Export
ESP,335342,CPV,2010,Import
ESP,15,CPV,2010,Export
ESP,141,CPV,2005,Export
ESP,8440,CUB,2005,Import
ESP,643703,CYP,2015,Import
ESP,32702,CYP,2010,Import
ESP,11361,CZE,2015,Import
ESP,359872,CZE,2015,Export
ESP,480508,CZE,2010,Export
ESP,4255529,CZE,2005,Export
ESP,55617,DEU,2015,Import
ESP,16718609,DEU,2015,Export
ESP,43720,DEU,2010,Import
ESP,20362855,DEU,2010,Export
ESP,576000,DEU,2005,Import
ESP,26714000,DEU,2005,Export
ESP,16538,DNK,2015,Import
ESP,136210,DNK,2015,Export
ESP,40395,DNK,2010,Import
ESP,64297,DNK,2010,Export
ESP,23388,DNK,2005,Import
ESP,73715,DNK,2005,Export
ESP,10868,DOM,2015,Import
ESP,2470,DOM,2005,Import
ESP,296469,DZA,2015,Import
ESP,18472,DZA,2010,Import
ESP,6724,DZA,2005,Import
ESP,1968,ECU,2010,Import
ESP,4762,ECU,2005,Export
ESP,98,EGY,2015,Import
ESP,162080,EGY,2010,Import
ESP,24434,EGY,2010,Export
ESP,1615088,EST,2015,Export
ESP,1584677,EST,2010,Export
ESP,4572786,EST,2005,Export
ESP,16521643,FIN,2015,Export
ESP,30460975,FIN,2010,Export
ESP,59255083,FIN,2005,Export
ESP,6937276,FRA,2015,Import
ESP,43550371,FRA,2015,Export
ESP,11650938,FRA,2010,Import
ESP,40653622,FRA,2010,Export
ESP,3656918,FRA,2005,Import
ESP,76749840,FRA,2005,Export
ESP,969714,GBR,2015,Import
ESP,192458,GBR,2015,Export
ESP,1178632,GBR,2010,Import
ESP,1614448,GBR,2005,Import
ESP,33926,GEO,2005,Export
ESP,67849,GHA,2005,Export
ESP,468,GRC,2015,Import
ESP,27951,GRC,2005,Import
ESP,29680,GTM,2010,Export
ESP,57992,GTM,2005,Import
ESP,45325,GTM,2005,Export
ESP,1918,HKG,2010,Import
ESP,3189,HKG,2005,Import
ESP,204008,HND,2010,Export
ESP,231158,HND,2005,Export
ESP,7,HRV,2015,Import
ESP,35487,HRV,2005,Export
ESP,119497,IDN,2015,Import
ESP,6450,IDN,2010,Import
ESP,2430,IDN,2005,Import
ESP,13816,IND,2015,Import
ESP,553,IND,2015,Export
ESP,180,IND,2010,Import
ESP,85360,IND,2005,Import
ESP,39893,IRL,2015,Import
ESP,127128,IRL,2010,Import
ESP,55248,IRL,2005,Import
ESP,990,IRN,2010,Import
ESP,15000,ISR,2015,Import
ESP,9000,ISR,2005,Import
ESP,262179,ITA,2015,Import
ESP,55950,ITA,2015,Export
ESP,839580,ITA,2010,Import
ESP,1124941,ITA,2010,Export
ESP,676352,ITA,2005,Import
ESP,3042715,ITA,2005,Export
ESP,17487,JPN,2015,Import
ESP,4969,JPN,2010,Import
ESP,43625,JPN,2005,Import
ESP,347,KGZ,2015,Import
ESP,63909,KOR,2015,Import
ESP,3125,KOR,2010,Import
ESP,68707,KOR,2005,Import
ESP,74410,KWT,2015,Import
ESP,45,KWT,2010,Import
ESP,1466,LCA,2010,Import
ESP,285,LTU,2015,Import
ESP,295662,LTU,2015,Export
ESP,198804,LTU,2010,Export
ESP,125196,LTU,2005,Import
ESP,1404173,LTU,2005,Export
ESP,9,LUX,2015,Import
ESP,117269,LUX,2010,Export
ESP,226867,LUX,2005,Export
ESP,1340425,LVA,2015,Export
ESP,2794941,LVA,2010,Export
ESP,3856206,LVA,2005,Export
ESP,11569280,MAR,2015,Import
ESP,3787300,MAR,2005,Import
ESP,7606495,MAR,2010,Import
ESP,278802,MDG,2005,Export
ESP,2706,MEX,2005,Import
ESP,38295,MLT,2015,Import
ESP,1438,MLT,2010,Import
ESP,29997,NIC,2010,Import
ESP,2556319,NLD,2015,Import
ESP,969870,NLD,2015,Export
ESP,357958,NLD,2010,Import
ESP,554399,NLD,2010,Export
ESP,80806,NLD,2005,Import
ESP,1488670,NLD,2005,Export
ESP,602213,NOR,2015,Export
ESP,2437,NOR,2010,Import
ESP,1853683,NOR,2010,Export
ESP,979979,NOR,2005,Export
ESP,6183555,NZL,2015,Export
ESP,5892766,NZL,2010,Export
ESP,2682830,NZL,2005,Export
ESP,10793,OMN,2015,Import
ESP,29032,POL,2015,Import
ESP,1385269,POL,2015,Export
ESP,2147426,POL,2010,Export
ESP,23012,POL,2005,Import
ESP,6779816,POL,2005,Export
ESP,8390246,PRT,2015,Import
ESP,42251130,PRT,2015,Export
ESP,11755275,PRT,2010,Import
ESP,52635133,PRT,2010,Export
ESP,4928755,PRT,2005,Import
ESP,59846122,PRT,2005,Export
ESP,65462,PRY,2005,Export
ESP,64327,QAT,2015,Import
ESP,32596,QAT,2005,Import
ESP,5822,QAT,2010,Import
ESP,1089,ROU,2015,Import
