pt3ISO,TradeValue,rt3ISO,period,rgDesc
IRL,88612440,SWE,2005,Export
IRL,30079,THA,2005,Import
IRL,11642,TTO,2010,Import
IRL,23956,TUR,2015,Import
IRL,20949,UKR,2015,Export
IRL,2190,UKR,2005,Export
IRL,32868,URY,2010,Export
IRL,2492,USA,2015,Import
IRL,269065,USA,2015,Export
IRL,137375,USA,2010,Export
IRL,1371946,USA,2005,Export
IRN,220012,ARE,2015,Export
IRN,1077716,ARE,2005,Export
IRN,133918,ARM,2005,Export
IRN,14969,AUS,2005,Export
IRN,146,AUT,2010,Export
IRN,48839,AZE,2005,Export
IRN,22343,BGR,2010,Export
IRN,46400,BLR,2015,Export
IRN,63374,CAN,2010,Export
IRN,4018,CHN,2015,Export
IRN,72851,DEU,2015,Export
IRN,58301,DEU,2010,Export
IRN,20445,EST,2015,Export
IRN,2674098,FIN,2015,Export
IRN,41825,FIN,2010,Export
IRN,9400,GEO,2010,Export
IRN,20728,GEO,2005,Export
IRN,15731,ITA,2015,Export
IRN,21145,MOZ,2010,Export
IRN,1326,NLD,2010,Export
IRN,2,PRT,2015,Export
IRN,54204,ROU,2010,Export
IRN,112438232,RUS,2015,Export
IRN,168947613,RUS,2010,Export
IRN,70091759,RUS,2005,Export
IRN,171565,SVN,2010,Export
IRN,139469,SWE,2015,Export
IRN,144550,TUR,2015,Export
IRN,235603,TUR,2010,Export
IRN,5542,TUR,2005,Export
IRN,12562,UKR,2015,Export
IRN,464377,UKR,2010,Export
IRQ,347410,ARE,2015,Export
IRQ,115129,ARE,2005,Export
IRQ,44124,AUT,2015,Export
IRQ,17243,BGR,2015,Export
IRQ,81611,BGR,2010,Export
IRQ,16871,BRA,2015,Export
IRQ,4592525,CAN,2015,Export
IRQ,418661,CAN,2010,Export
IRQ,6491,CHN,2010,Export
IRQ,5439281,DEU,2015,Export
IRQ,106001,DEU,2010,Export
IRQ,2019,DNK,2005,Export
IRQ,8159,ESP,2015,Export
IRQ,24450,ESP,2005,Export
IRQ,312174,FIN,2015,Export
IRQ,14350,FIN,2010,Export
IRQ,167767,GBR,2015,Export
IRQ,9933,GEO,2005,Export
IRQ,2020659,IRN,2005,Export
IRQ,41252,IRN,2010,Export
IRQ,2525,ITA,2015,Export
IRQ,61822,ITA,2010,Export
IRQ,1437430,JOR,2010,Export
IRQ,227734,JOR,2005,Export
IRQ,10051733,ROU,2015,Export
IRQ,8294169,ROU,2010,Export
IRQ,146528,ROU,2005,Export
IRQ,22507123,RUS,2015,Export
IRQ,6966895,RUS,2010,Export
IRQ,8858141,RUS,2005,Export
IRQ,411526,SVK,2010,Export
IRQ,19577,SVN,2015,Export
IRQ,860414,SWE,2015,Export
IRQ,32430,SWE,2010,Export
IRQ,539586,TUR,2015,Export
IRQ,3671246,TUR,2010,Export
IRQ,2157741,TUR,2005,Export
IRQ,200114,UKR,2015,Export
IRQ,235045,UKR,2010,Export
IRQ,154478,USA,2015,Export
ISL,69875,CAN,2015,Export
ISL,2382,CAN,2010,Export
ISL,405051,CAN,2005,Export
ISL,13328,CZE,2005,Export
ISL,22525,DEU,2010,Export
ISL,61000,DEU,2005,Export
ISL,720521,DNK,2015,Export
ISL,65282,DNK,2010,Export
ISL,29816,DNK,2005,Export
ISL,2307875,DZA,2005,Import
ISL,2911959,EST,2015,Export
ISL,3248409,EST,2010,Export
ISL,9657817,EST,2005,Export
ISL,704369,FIN,2015,Export
ISL,2893490,FIN,2010,Export
ISL,2098179,FIN,2005,Export
ISL,17203,GBR,2015,Export
ISL,29887,GRL,2010,Import
ISL,15000,ISR,2015,Import
ISL,131000,ISR,2005,Import
ISL,851055,LTU,2015,Export
ISL,172137,LTU,2010,Export
ISL,78728,LTU,2005,Export
ISL,2712500,LVA,2015,Export
ISL,4920202,LVA,2010,Export
ISL,8125973,LVA,2005,Export
ISL,367,NLD,2015,Import
ISL,253231,NLD,2015,Export
ISL,61010,NLD,2010,Export
ISL,38554,NLD,2005,Export
ISL,511923,NOR,2015,Export
ISL,443488,NOR,2010,Export
ISL,1308772,NOR,2005,Export
ISL,353012,POL,2015,Export
ISL,288969,POL,2010,Export
ISL,3698,POL,2005,Export
ISL,1068437,RUS,2015,Export
ISL,302309,RUS,2010,Export
ISL,39967,RUS,2005,Export
ISL,716,SVK,2005,Export
ISL,2479368,SWE,2015,Export
ISL,700658,SWE,2010,Export
ISL,1095238,SWE,2005,Export
ISL,88640,USA,2015,Export
ISL,132451,USA,2010,Export
ISL,403025,USA,2005,Export
ISR,62920,ARG,2005,Export
ISR,2517343,AUT,2015,Export
ISR,6280392,AUT,2010,Export
ISR,4128379,AUT,2005,Export
ISR,46750,AZE,2005,Export
ISR,427587,BGR,2010,Export
ISR,434,BGR,2005,Export
ISR,149629,BIH,2015,Export
ISR,45136,BIH,2010,Export
ISR,12689,BIH,2005,Export
ISR,15700,BLR,2015,Export
ISR,2400,BLR,2010,Import
ISR,24100,BLR,2010,Export
ISR,147779,BRA,2015,Export
ISR,1471625,BRA,2010,Export
ISR,303736,BRA,2005,Export
ISR,527240,CAN,2015,Export
ISR,3991136,CAN,2010,Export
ISR,143666,CAN,2005,Export
ISR,10658,CHE,2015,Export
ISR,173364,CHL,2010,Export
ISR,7831,CHN,2005,Export
ISR,21539,CYP,2015,Import
ISR,18491,CYP,2010,Import
ISR,31766,CYP,2005,Import
ISR,239134,CZE,2015,Export
ISR,2175070,CZE,2010,Export
ISR,175121,CZE,2005,Export
ISR,9158328,DEU,2015,Export
ISR,16006201,DEU,2010,Export
ISR,2075000,DEU,2005,Export
ISR,2591,DNK,2015,Export
ISR,2,ESP,2015,Export
ISR,197762,ESP,2010,Export
ISR,696288,EST,2015,Export
ISR,802602,EST,2010,Export
ISR,320083,EST,2005,Export
ISR,80925427,FIN,2015,Export
ISR,62979997,FIN,2010,Export
ISR,40068653,FIN,2005,Export
ISR,281154,FRA,2015,Export
ISR,666757,FRA,2010,Export
ISR,707974,FRA,2005,Export
ISR,110564,GBR,2015,Import
ISR,33383,GBR,2005,Export
ISR,1023,GEO,2005,Export
ISR,151161,GHA,2010,Export
ISR,8859,HRV,2005,Export
ISR,6000,HUN,2010,Export
ISR,274938,ITA,2015,Export
ISR,20878,ITA,2010,Export
ISR,1304819,LTU,2015,Export
ISR,648312,LTU,2010,Export
ISR,5589,LVA,2015,Import
ISR,7294239,LVA,2015,Export
ISR,2514896,LVA,2010,Export
ISR,93199,LVA,2005,Export
ISR,3199,MKD,2005,Export
ISR,9172,MOZ,2010,Export
ISR,247,NLD,2015,Import
ISR,28818,NLD,2015,Export
ISR,29179,NLD,2010,Export
ISR,63427,NLD,2005,Export
ISR,443652,NOR,2015,Export
ISR,134616,NOR,2010,Export
ISR,195665,POL,2010,Export
ISR,137195,POL,2005,Export
ISR,103,PRT,2015,Export
ISR,1135197,PRT,2010,Export
ISR,588835,PRT,2005,Export
ISR,10383985,ROU,2015,Export
ISR,11475923,ROU,2010,Export
ISR,3004158,ROU,2005,Export
ISR,11874286,RUS,2015,Export
ISR,4851,RUS,2010,Import
ISR,12647758,RUS,2010,Export
ISR,15798901,RUS,2005,Export
ISR,13598,SGP,2015,Import
ISR,17078,SRB,2010,Export
ISR,450709,SVK,2010,Export
ISR,83981,SVN,2015,Export
ISR,19032642,SWE,2015,Export
ISR,13399360,SWE,2010,Export
ISR,865338,SWE,2005,Export
ISR,8289,THA,2015,Import
ISR,33967,TUR,2005,Export
ISR,5461271,UKR,2015,Export
ISR,2758580,UKR,2010,Export
ISR,5157417,UKR,2005,Export
ISR,226809,URY,2010,Export
ISR,2015131,USA,2015,Export
ISR,1417176,USA,2010,Export
ISR,937411,USA,2005,Export
ISR,55180,ZAF,2005,Export
ITA,78799,ALB,2015,Import
ITA,415287,ALB,2010,Import
ITA,132037,ALB,2010,Export
ITA,215139,ALB,2005,Import
ITA,995829,ALB,2005,Export
ITA,169904,ARE,2015,Import
ITA,123917,ARE,2005,Import
ITA,12501,ARG,2005,Export
ITA,3665,AUS,2010,Import
ITA,9217412,AUT,2015,Import
ITA,477129545,AUT,2015,Export
ITA,7643667,AUT,2010,Import
ITA,788140143,AUT,2010,Export
ITA,3398588,AUT,2005,Import
ITA,802904476,AUT,2005,Export
ITA,1518236,BEL,2015,Import
ITA,162763,BEL,2015,Export
ITA,655581,BEL,2010,Import
ITA,184820,BEL,2010,Export
ITA,10676,BEL,2005,Import
ITA,303283,BEL,2005,Export
ITA,16267,BGR,2015,Import
ITA,641309,BGR,2015,Export
ITA,60499,BGR,2010,Import
ITA,255457,BGR,2010,Export
ITA,270085,BGR,2005,Import
ITA,176637,BGR,2005,Export
ITA,49418,BHR,2015,Import
ITA,14144,BHR,2010,Import
ITA,45939,BHR,2005,Import
ITA,7801,BIH,2015,Import
ITA,8353345,BIH,2015,Export
ITA,1556581,BIH,2010,Export
ITA,1002,BIH,2005,Import
ITA,1009557,BIH,2005,Export
ITA,2127200,BLR,2015,Export
ITA,374000,BLR,2010,Export
ITA,100,BLR,2005,Import
ITA,2651500,BLR,2005,Export
ITA,89369,BRA,2015,Export
ITA,2243,BRA,2010,Import
ITA,787777,BRA,2010,Export
ITA,8202,BRA,2005,Import
ITA,780510,BRA,2005,Export
ITA,5142210,CAN,2015,Export
ITA,358,CAN,2010,Import
ITA,18700910,CAN,2010,Export
ITA,204,CAN,2005,Import
ITA,36802143,CAN,2005,Export
ITA,3268179,CHE,2015,Import
ITA,14848204,CHE,2015,Export
ITA,3117483,CHE,2010,Import
ITA,28038012,CHE,2010,Export
ITA,2798861,CHE,2005,Import
ITA,16260982,CHE,2005,Export
ITA,1694,CHL,2015,Export
ITA,18561,CHL,2010,Export
ITA,81159,CHL,2005,Export
ITA,95704,CHN,2015,Import
ITA,8495,CHN,2015,Export
ITA,164068,CHN,2010,Import
ITA,26247,CHN,2010,Export
ITA,8051,CHN,2005,Import
ITA,745851,CHN,2005,Export
ITA,57640,CPV,2015,Import
ITA,20618,CPV,2010,Import
ITA,58881,CPV,2005,Import
ITA,118139,CUB,2005,Import
ITA,47593,CYP,2015,Import
ITA,31063,CYP,2010,Import
ITA,1310651,CYP,2005,Import
ITA,423064,CZE,2015,Import
ITA,31530047,CZE,2015,Export
ITA,139858,CZE,2010,Import
ITA,41496886,CZE,2010,Export
ITA,29411,CZE,2005,Import
ITA,43340583,CZE,2005,Export
ITA,4296024,DEU,2015,Import
ITA,82755244,DEU,2015,Export
ITA,2196619,DEU,2010,Import
ITA,123624051,DEU,2010,Export
ITA,1216000,DEU,2005,Import
ITA,126834000,DEU,2005,Export
ITA,158511,DNK,2015,Import
ITA,57555,DNK,2015,Export
ITA,48755,DNK,2010,Import
ITA,205940,DNK,2010,Export
ITA,102800,DNK,2005,Import
ITA,103665,DNK,2005,Export
ITA,49,DOM,2015,Import
ITA,85834,DZA,2015,Import
ITA,12580,ECU,2010,Export
ITA,598355,EGY,2015,Import
ITA,68733,EGY,2010,Import
ITA,859549,ESP,2015,Import
ITA,44751,ESP,2015,Export
ITA,1112420,ESP,2010,Import
ITA,586070,ESP,2010,Export
ITA,4356845,ESP,2005,Import
ITA,576595,ESP,2005,Export
ITA,7,EST,2015,Import
ITA,284064,EST,2015,Export
ITA,634669,EST,2010,Export
ITA,802444,EST,2005,Export
ITA,33,ETH,2015,Import
ITA,29507136,FIN,2015,Export
ITA,59964,FIN,2010,Import
ITA,41489192,FIN,2010,Export
ITA,69962756,FIN,2005,Export
ITA,2493808,FRA,2015,Import
ITA,10462778,FRA,2015,Export
ITA,1129306,FRA,2010,Import
ITA,9335924,FRA,2010,Export
ITA,1432158,FRA,2005,Import
ITA,11827767,FRA,2005,Export
ITA,228385,GBR,2015,Import
ITA,870,GBR,2015,Export
ITA,502009,GBR,2010,Import
ITA,9435646,GBR,2010,Export
ITA,160487,GBR,2005,Import
ITA,1249,GEO,2015,Export
ITA,4330,GEO,2005,Export
ITA,69967,GHA,2010,Export
ITA,85871,GHA,2005,Export
ITA,209956,GRC,2015,Import
ITA,611598,GRC,2010,Import
ITA,295055,GRC,2005,Import
ITA,9654,HKG,2010,Import
ITA,25715,HKG,2005,Import
ITA,412246,HRV,2015,Import
ITA,4404769,HRV,2015,Export
ITA,937357,HRV,2010,Import
ITA,212528,HRV,2010,Export
ITA,119393,HRV,2005,Import
ITA,122065,HRV,2005,Export
ITA,98646,HUN,2015,Import
ITA,2984409,HUN,2015,Export
ITA,11000,HUN,2010,Import
ITA,2679000,HUN,2010,Export
ITA,158000,HUN,2005,Import
ITA,2297000,HUN,2005,Export
ITA,29152,IDN,2015,Import
ITA,38603,IDN,2010,Import
ITA,63726,IND,2015,Import
ITA,593,IRL,2015,Import
ITA,12200,IRL,2010,Import
ITA,196765,IRL,2005,Import
ITA,86229,ISL,2015,Import
ITA,408238,ISL,2005,Import
ITA,410000,ISR,2015,Import
ITA,74000,ISR,2010,Import
ITA,690000,ISR,2005,Import
ITA,21850,JPN,2015,Import
ITA,8075,JPN,2010,Import
ITA,1760,KAZ,2015,Import
ITA,345324,KOR,2015,Import
ITA,64059,KOR,2010,Import
ITA,115828,KOR,2005,Import
ITA,2619,KWT,2010,Import
ITA,84000,LBN,2005,Import
ITA,17248,LBY,2010,Import
ITA,4040861,LTU,2015,Export
ITA,3009266,LTU,2010,Export
ITA,1483620,LTU,2005,Export
ITA,34308,LUX,2005,Export
ITA,13490,LVA,2015,Import
ITA,1318535,LVA,2015,Export
ITA,2394922,LVA,2010,Export
ITA,348653,LVA,2005,Export
ITA,29446,MAR,2015,Import
ITA,3086,MAR,2005,Import
ITA,54344,MAR,2010,Import
ITA,59889,MDA,2015,Import
ITA,33420,MDA,2015,Export
ITA,95712,MDA,2010,Export
ITA,4553,MDA,2005,Import
ITA,79271,MDA,2005,Export
ITA,601,MEX,2010,Import
ITA,3333,MKD,2015,Import
ITA,53973,MKD,2015,Export
ITA,90,MKD,2010,Import
ITA,158410,MKD,2010,Export
ITA,197,MKD,2005,Import
ITA,38304,MKD,2005,Export
ITA,98867,MLT,2015,Import
ITA,189662,MLT,2010,Import
ITA,117776,MLT,2005,Import
ITA,13458,MNE,2015,Import
ITA,49388,MNE,2015,Export
ITA,210706,MNE,2010,Export
ITA,84447,MOZ,2005,Export
ITA,6465,MYS,2005,Export
ITA,4911315,NLD,2015,Import
ITA,1228029,NLD,2015,Export
ITA,1183912,NLD,2010,Import
ITA,425747,NLD,2010,Export
ITA,156639,NLD,2005,Import
ITA,1059379,NOR,2015,Export
ITA,1588867,NOR,2010,Export
ITA,12024,NOR,2005,Import
ITA,1555683,NOR,2005,Export
ITA,557682,NZL,2015,Export
ITA,1797,NZL,2010,Import
ITA,504420,NZL,2010,Export
ITA,85661,NZL,2005,Export
ITA,180977,OMN,2015,Import
ITA,10840,OMN,2010,Import
ITA,20238,PAN,2005,Export
ITA,30,PER,2010,Export
ITA,36727,PHL,2005,Import
ITA,52643,POL,2015,Import
ITA,14326802,POL,2015,Export
ITA,29111,POL,2010,Import
ITA,8173235,POL,2010,Export
ITA,55986,POL,2005,Import
ITA,5414239,POL,2005,Export
ITA,190128,PRT,2015,Import
ITA,22595,PRT,2015,Export
ITA,97863,PRT,2010,Import
ITA,58846,PRT,2010,Export
ITA,304465,PRT,2005,Import
ITA,22143,PSE,2010,Import
ITA,66338,QAT,2015,Import
ITA,18018,QAT,2005,Import
ITA,70716,QAT,2010,Import
ITA,284363,ROU,2015,Import
ITA,4227289,ROU,2015,Export
ITA,591563,ROU,2010,Import
ITA,15543346,ROU,2010,Export
ITA,368373,ROU,2005,Import
ITA,8378944,ROU,2005,Export
ITA,19043902,RUS,2015,Export
ITA,2878,RUS,2010,Import
ITA,43344819,RUS,2010,Export
ITA,28993,RUS,2005,Import
ITA,50108695,RUS,2005,Export
ITA,142,RWA,2010,Import
ITA,115733,SAU,2015,Import
ITA,316000,SAU,2010,Import
ITA,381105,SAU,2005,Import
ITA,81946,SEN,2015,Import
ITA,399,SRB,2015,Import
ITA,34746,SRB,2015,Export
ITA,9020,SRB,2010,Import
ITA,3368,SRB,2010,Export
ITA,158982,SRB,2005,Import
ITA,33467,SRB,2005,Export
ITA,16608,SVK,2015,Import
ITA,19998451,SVK,2015,Export
ITA,138904,SVK,2010,Import
ITA,31708106,SVK,2010,Export
ITA,26466733,SVK,2005,Export
ITA,458295,SVN,2015,Import
ITA,17792515,SVN,2015,Export
ITA,675738,SVN,2010,Import
ITA,3288699,SVN,2010,Export
ITA,157769,SVN,2005,Import
ITA,7863608,SVN,2005,Export
ITA,121892,SWE,2015,Import
ITA,28384174,SWE,2015,Export
ITA,50842826,SWE,2010,Export
ITA,40855,SWE,2005,Import
ITA,67666670,SWE,2005,Export
ITA,32707,TUN,2015,Import
ITA,9538,TUN,2010,Import
ITA,13397,TUN,2005,Import
ITA,155702,TUR,2010,Export
ITA,17178,TWN,2005,Import
ITA,3184,TZA,2010,Import
ITA,13412,UKR,2015,Import
ITA,17293808,UKR,2015,Export
ITA,19041,UKR,2010,Import
ITA,19398249,UKR,2010,Export
ITA,17439682,UKR,2005,Export
ITA,43548,URY,2010,Export
ITA,9957,USA,2015,Import
ITA,9747039,USA,2015,Export
ITA,140641,USA,2010,Import
ITA,7362766,USA,2010,Export
ITA,96111,USA,2005,Import
ITA,11645729,USA,2005,Export
ITA,51818,VEN,2010,Import
ITA,51483,VNM,2015,Import
ITA,21978,VNM,2005,Export
JAM,118894,ARG,2010,Export
JAM,184152,ARG,2005,Export
JAM,4582,BEL,2005,Export
JAM,54805,BRA,2015,Export
JAM,260082,BRA,2010,Export
JAM,244440,BRA,2005,Export
JAM,140674,CAN,2015,Export
JAM,83155,CAN,2010,Export
JAM,454029,CAN,2005,Export
JAM,24101,CHL,2005,Export
JAM,72000,DEU,2005,Import
JAM,14660,GBR,2005,Import
JAM,9799,GRD,2005,Import
JAM,2148791,HND,2010,Export
JAM,5966807,HND,2005,Export
JAM,816,MEX,2005,Export
JAM,2059,PAN,2015,Import
JAM,148062,URY,2010,Export
JAM,21384502,USA,2015,Export
JAM,24555277,USA,2010,Export
JAM,18861410,USA,2005,Export
JAM,13375,VCT,2010,Import
JOR,75601,AUT,2010,Export
JOR,90045,AUT,2005,Export
JOR,15159,BGR,2010,Export
JOR,3497,BHR,2005,Export
JOR,243164,BIH,2015,Export
JOR,223315,BRA,2015,Export
JOR,2801396,CAN,2015,Export
JOR,7929603,CAN,2010,Export
JOR,171524,CAN,2005,Export
JOR,23274,CHL,2010,Export
JOR,6152248,DEU,2015,Export
JOR,10258279,DEU,2010,Export
JOR,783523,EST,2015,Export
JOR,5032534,FIN,2015,Export
JOR,864512,FIN,2010,Export
JOR,224587,FIN,2005,Export
JOR,144486,FRA,2010,Export
JOR,1817,GBR,2005,Export
JOR,1235,GEO,2015,Export
JOR,1077,HRV,2010,Export
JOR,6000,ISR,2015,Export
JOR,17000,ISR,2010,Export
JOR,483490,ITA,2015,Export
JOR,631481,ITA,2010,Export
JOR,41768,ITA,2005,Export
JOR,6396,JPN,2015,Export
JOR,20071,JPN,2005,Export
JOR,44508,KWT,2015,Export
JOR,442793,LTU,2015,Export
JOR,77305,LTU,2010,Export
JOR,146779,LVA,2015,Export
JOR,278322,LVA,2010,Export
JOR,1441,NLD,2015,Export
JOR,6077,QAT,2005,Import
JOR,1799,QAT,2010,Import
JOR,13253034,ROU,2015,Export
JOR,11896727,ROU,2010,Export
JOR,9852046,ROU,2005,Export
JOR,7575002,RUS,2015,Export
JOR,4649163,RUS,2010,Export
JOR,2796882,RUS,2005,Export
JOR,31200,SAU,2015,Import
JOR,475580,SAU,2005,Import
JOR,24481,SRB,2015,Export
JOR,234147,SVK,2010,Export
JOR,9049,SVN,2015,Export
JOR,11759861,SWE,2015,Export
JOR,10939958,SWE,2010,Export
JOR,2439131,SWE,2005,Export
JOR,379,TUR,2015,Export
JOR,868860,TUR,2010,Export
JOR,1227567,TUR,2005,Export
JOR,907018,UKR,2015,Export
JOR,847567,UKR,2010,Export
JOR,279542,UKR,2005,Export
JOR,540942,USA,2015,Export
JOR,1013775,USA,2010,Export
JOR,24294,USA,2005,Export
JPN,71169,ARG,2015,Export
JPN,261421,ARG,2010,Export
JPN,49631,ARG,2005,Export
JPN,1422,AUS,2015,Import
JPN,678155,AUS,2015,Export
JPN,1991857,AUS,2010,Export
JPN,4980171,AUS,2005,Export
JPN,100836840,AUT,2015,Export
JPN,103109709,AUT,2010,Export
JPN,109728453,AUT,2005,Export
JPN,400,BEL,2010,Import
JPN,738615,BEL,2010,Export
JPN,4530,BGD,2015,Import
JPN,25956,BGR,2010,Export
JPN,120,BOL,2015,Export
JPN,193112,BRA,2015,Export
JPN,238462,BRA,2010,Export
JPN,1625259,BRA,2005,Export
JPN,19960,CAN,2015,Import
JPN,621811868,CAN,2015,Export
JPN,141,CAN,2010,Import
JPN,696122924,CAN,2010,Export
JPN,595,CAN,2005,Import
JPN,842870905,CAN,2005,Export
JPN,1807435,CHE,2015,Export
JPN,2228263,CHE,2010,Export
JPN,1209040,CHE,2005,Export
JPN,64283891,CHL,2015,Export
JPN,60386599,CHL,2010,Export
JPN,64943371,CHL,2005,Export
JPN,9261822,CHN,2015,Import
JPN,45178742,CHN,2015,Export
JPN,3839496,CHN,2010,Import
JPN,96381511,CHN,2010,Export
JPN,2286111,CHN,2005,Import
JPN,98351702,CHN,2005,Export
JPN,23401496,CZE,2015,Export
JPN,29371942,CZE,2010,Export
JPN,12228233,CZE,2005,Export
JPN,16007996,DEU,2015,Export
JPN,22749210,DEU,2010,Export
JPN,14076000,DEU,2005,Export
JPN,10354,DMA,2010,Import
JPN,37749,DNK,2005,Export
JPN,28393,ECU,2010,Import
JPN,181609,EGY,2010,Import
JPN,13205,ESP,2015,Export
JPN,9696211,EST,2015,Export
JPN,7848867,EST,2010,Export
JPN,9234758,EST,2005,Export
JPN,211329474,FIN,2015,Export
JPN,12003,FIN,2010,Import
JPN,205132356,FIN,2010,Export
JPN,277292590,FIN,2005,Export
JPN,259133,FRA,2015,Export
JPN,5302,FRA,2010,Import
JPN,163044,FRA,2010,Export
JPN,396913,FRA,2005,Export
JPN,28530,GBR,2005,Export
JPN,2998,GEO,2005,Export
JPN,19560,HKG,2010,Import
JPN,4099,HKG,2005,Import
JPN,5315,HKG,2005,Export
JPN,80874,HRV,2015,Export
JPN,492,HRV,2005,Export
JPN,308587,IDN,2015,Import
JPN,1111113,IDN,2015,Export
JPN,48575,IDN,2010,Import
JPN,393066,IDN,2010,Export
JPN,189733,IDN,2005,Import
JPN,4156,IND,2015,Import
JPN,27706,ITA,2015,Export
JPN,1858765,ITA,2010,Export
JPN,889587,ITA,2005,Export
JPN,3791338,KOR,2015,Import
JPN,13459762,KOR,2015,Export
JPN,1753682,KOR,2010,Import
JPN,3352105,KOR,2010,Export
JPN,80963,KOR,2005,Import
JPN,4420458,KOR,2005,Export
JPN,1616,KWT,2015,Import
JPN,412361,LTU,2015,Export
JPN,91178,LTU,2010,Export
JPN,487821,LTU,2005,Export
JPN,25701760,LVA,2015,Export
JPN,36760865,LVA,2010,Export
JPN,34908084,LVA,2005,Export
JPN,27586,MNG,2015,Import
JPN,478,MNG,2005,Import
JPN,21238,MNG,2005,Export
JPN,1316456,MYS,2010,Export
JPN,4231083,MYS,2005,Export
JPN,69,NCL,2010,Import
JPN,13508,NLD,2015,Import
JPN,1401335,NLD,2015,Export
JPN,11932,NLD,2010,Import
JPN,79579,NLD,2010,Export
JPN,124367,NLD,2005,Export
JPN,1201648,NOR,2015,Export
JPN,4686730,NOR,2010,Export
JPN,7612580,NOR,2005,Export
JPN,12024,NPL,2015,Import
JPN,20879170,NZL,2015,Export
JPN,25962680,NZL,2010,Export
JPN,970,NZL,2005,Import
JPN,33433833,NZL,2005,Export
JPN,21632,PHL,2010,Import
JPN,16291,PHL,2015,Import
JPN,927047,PHL,2015,Export
JPN,282,PHL,2005,Import
JPN,44567,POL,2015,Export
JPN,117914,POL,2010,Export
JPN,3193,POL,2005,Import
JPN,1580317,POL,2005,Export
JPN,12926,QAT,2010,Import
JPN,86500195,ROU,2015,Export
JPN,159613651,ROU,2010,Export
JPN,58881129,ROU,2005,Export
JPN,215455649,RUS,2015,Export
JPN,41151,RUS,2010,Import
JPN,258764047,RUS,2010,Export
JPN,1009,RUS,2005,Import
JPN,211776349,RUS,2005,Export
JPN,128960,SVK,2015,Export
JPN,308,SVN,2015,Import
JPN,280494,SVN,2015,Export
JPN,162680980,SWE,2015,Export
JPN,229086886,SWE,2010,Export
JPN,231519065,SWE,2005,Export
JPN,143111,THA,2015,Import
JPN,8760,THA,2015,Export
JPN,2521,THA,2010,Import
JPN,3,THA,2010,Export
JPN,44045,THA,2005,Import
JPN,9940,TUR,2005,Import
JPN,969517,TUR,2005,Export
JPN,2051207,TWN,2015,Import
JPN,3638283,TWN,2015,Export
JPN,1192810,TWN,2010,Import
JPN,12938482,TWN,2010,Export
JPN,45559,TWN,2005,Import
JPN,18556498,TWN,2005,Export
JPN,21919,TZA,2015,Export
JPN,17783,TZA,2010,Export
JPN,23310,TZA,2005,Export
JPN,15951,UKR,2005,Import
JPN,12554,USA,2015,Import
JPN,114073147,USA,2015,Export
JPN,52444,USA,2010,Import
JPN,136759839,USA,2010,Export
JPN,102737,USA,2005,Import
JPN,35012649,USA,2005,Export
JPN,968971,VNM,2015,Import
JPN,427009,VNM,2015,Export
JPN,120720,VNM,2010,Import
JPN,247815,VNM,2010,Export
JPN,287484,VNM,2005,Import
JPN,954359,VNM,2005,Export
KAZ,16887,AZE,2015,Export
KAZ,644,AZE,2005,Import
KAZ,105817,BEL,2005,Export
KAZ,5300,DEU,2010,Export
KAZ,187000,DEU,2005,Export
KAZ,320,ESP,2010,Export
KAZ,55727,EST,2015,Export
KAZ,24728,EST,2010,Export
KAZ,67935,EST,2005,Export
KAZ,22010,FIN,2015,Export
KAZ,46081,FIN,2010,Export
KAZ,11318,FIN,2005,Export
KAZ,30249,GBR,2015,Export
KAZ,1719482,GBR,2005,Export
KAZ,4020,ITA,2005,Export
KAZ,240056,KGZ,2010,Import
KAZ,10548,KGZ,2005,Import
KAZ,17,LTU,2015,Export
KAZ,12168,LTU,2005,Export
KAZ,12273,MYS,2005,Export
KAZ,17411,NLD,2005,Export
KAZ,1047,POL,2010,Export
KAZ,2819,POL,2005,Export
KAZ,27885965,RUS,2015,Export
KAZ,49155267,RUS,2005,Export
KAZ,926,SRB,2015,Export
KAZ,24517,SWE,2005,Export
KAZ,10358,TUR,2015,Export
KAZ,150,TUR,2010,Export
KAZ,944,TUR,2005,Export
KAZ,15000,UKR,2015,Export
KEN,91905,CAN,2010,Export
KEN,15350,CHN,2010,Import
KEN,6993,CHN,2010,Export
KEN,50,COM,2005,Import
KEN,23847,DEU,2010,Import
KEN,161,FIN,2015,Import
KEN,23952,GBR,2015,Export
KEN,6278,MUS,2005,Import
KEN,264025,MWI,2010,Export
KEN,10406,MWI,2005,Export
KEN,497,NLD,2015,Import
KEN,60078,OMN,2015,Import
KEN,216,RWA,2010,Import
KEN,22658,SVN,2015,Export
KEN,28582,SWE,2015,Export
KEN,14961,TUR,2005,Import
KEN,2456,TZA,2015,Export
KEN,129602,TZA,2010,Export
KEN,15285,TZA,2005,Export
KEN,369,UGA,2005,Import
KEN,906,ZMB,2010,Export
KGZ,1000,DEU,2005,Export
KGZ,179895,KAZ,2010,Export
KGZ,285,LTU,2015,Export
KGZ,21687497,RUS,2015,Export
KGZ,22553493,RUS,2010,Export
KGZ,8875187,RUS,2005,Export
KGZ,46984,UKR,2010,Export
KGZ,146394,USA,2015,Export
KHM,12994,CHN,2015,Import
KHM,144,FIN,2015,Export
KHM,176819,HKG,2010,Import
KHM,62199,ITA,2010,Import
KHM,47196,MYS,2005,Import
