,seu55,seupa
1994-12-01,5.199601061975238,7.303362740506706
1995-01-01,5.169297179371306,7.323783104945771
1995-02-01,5.1346172435812365,7.3411173232498745
1995-03-01,5.1011833154701245,7.334567379195508
1995-04-01,5.082767383015484,7.320373824121803
1995-05-01,5.041518132624028,7.304323046904169
1995-06-01,5.025936070738945,7.301607375536455
1995-07-01,5.018062208765827,7.310712743114952
1995-08-01,5.01429436326075,7.285523079400203
1995-09-01,5.031520508455474,7.254261192708554
1995-10-01,5.058721646422507,7.241798535870864
1995-11-01,5.044470786372199,7.2294848200665855
1995-12-01,5.020736058938965,7.2262706499490905
1996-01-01,5.014582041623361,7.218998145227584
1996-02-01,5.007865956245227,7.203592872509167
1996-03-01,5.026135760030122,7.197549182351502
1996-04-01,4.9957374387871525,7.198107910136386
1996-05-01,4.97491102557123,7.190653501933455
1996-06-01,4.960970294834803,7.194895377618907
1996-07-01,4.9362118531418995,7.18505270627568
1996-08-01,4.909510101044499,7.1904050785584985
1996-09-01,4.88144039451114,7.193414250397299
1996-10-01,4.867504012274263,7.20523124584147
1996-11-01,4.883918218099964,7.197125721047254
1996-12-01,4.930506207707959,7.177246511658631
1997-01-01,4.9658923620973585,7.176140370220145
1997-02-01,4.973975965078982,7.1617458901112405
1997-03-01,4.993024419638761,7.157467397034154
1997-04-01,5.020353953204541,7.142152590010089
1997-05-01,5.055118456999916,7.139104468448128
1997-06-01,5.07545459463752,7.134083096134023
1997-07-01,5.100998165043831,7.11978765093998
1997-08-01,5.115745618520157,7.098583370960571
1997-09-01,5.141639390751111,7.079077507496309
1997-10-01,5.159860379781255,7.050163131489462
1997-11-01,5.189132785497131,7.025971809984348
1997-12-01,5.191476942432499,7.008930236077306
1998-01-01,5.172813785540554,6.980484055373577
1998-02-01,5.168081941562504,6.949048794690803
1998-03-01,5.127603050567428,6.919685580177231
1998-04-01,5.118259678156027,6.911570430537787
1998-05-01,5.1129796828495016,6.892591409346857
1998-06-01,5.108283632568572,6.877471185791694
1998-07-01,5.090932344782247,6.871763786452587
1998-08-01,5.077803044457701,6.861026062300648
1998-09-01,5.044547510488431,6.85789603652385
1998-10-01,5.011338708787692,6.856141947666416
1998-11-01,4.972141536623446,6.854276979121938
1998-12-01,4.935708504661787,6.835679574595606
1999-01-01,4.916875457376556,6.812718657531299
1999-02-01,4.893270131509143,6.799395812444598
1999-03-01,4.878468501806129,6.784819644404304
1999-04-01,4.866945934685812,6.769625756558312
1999-05-01,4.840128493630105,6.75273045731203
1999-06-01,4.841086018667135,6.72477772638011
1999-07-01,4.842550710213014,6.691308108232498
1999-08-01,4.857387296368835,6.675387192539312
1999-09-01,4.853274333126506,6.648533023976985
1999-10-01,4.856728349803741,6.624583991920008
1999-11-01,4.83898595048237,6.59647168395152
1999-12-01,4.8251197368018675,6.5708163481785355
2000-01-01,4.818384423602829,6.568561135663697
2000-02-01,4.8234651122225225,6.569583097749169
2000-03-01,4.8277912686868705,6.55202407826701
2000-04-01,4.831095978532772,6.532108702121387
2000-05-01,4.833258153655793,6.516618479331971
2000-06-01,4.793640401579986,6.50802991465325
2000-07-01,4.764185955977254,6.4987759180248865
2000-08-01,4.72640870589228,6.477766077356183
2000-09-01,4.731127537098027,6.473086608529269
2000-10-01,4.730365757254062,6.438902516961686
2000-11-01,4.734285569205401,6.407150816580266
2000-12-01,4.716346600709067,6.392963975349982
2001-01-01,4.703007077996176,6.3708306889442445
2001-02-01,4.691456590177818,6.353115182195505
2001-03-01,4.687247452823851,6.348873309845156
2001-04-01,4.685718325750687,6.33149774046963
2001-05-01,4.685711753828994,6.306367615753257
2001-06-01,4.6933774835357225,6.29461738740146
2001-07-01,4.70925894709588,6.270269697511568
2001-08-01,4.712746350941811,6.249533174142093
2001-09-01,4.707506720482637,6.228565457426161
2001-10-01,4.70046050113341,6.222465933509631
2001-11-01,4.699283285366,6.217456112579659
2001-12-01,4.717257810955406,6.212126403539886
2002-01-01,4.7187474224127826,6.185583319739539
2002-02-01,4.711809993540604,6.155974505460061
2002-03-01,4.678637290132998,6.1350154547136215
2002-04-01,4.646951664337327,6.119964251308546
2002-05-01,4.628296917275768,6.103880770720237
2002-06-01,4.61863393802048,6.0695335935463
2002-07-01,4.608151476137549,6.0489413742426
2002-08-01,4.615413958865042,6.033934678003644
2002-09-01,4.604679348205896,6.023420538557996
2002-10-01,4.592021756777034,6.031591792281552
2002-11-01,4.577486683076626,6.068788270339212
2002-12-01,4.565513209699822,6.0977561415176
2003-01-01,4.572065319554844,6.135319116858715
2003-02-01,4.569153030735361,6.157509491996387
2003-03-01,4.596050891053032,6.166624368193806
2003-04-01,4.616892814273451,6.167194117316465
2003-05-01,4.6246637373952195,6.1797305766132
2003-06-01,4.646438017446621,6.199355636921788
2003-07-01,4.6518410636789405,6.22595626837937
2003-08-01,4.671357702855123,6.258002885764735
2003-09-01,4.689863266575262,6.269768071295378
2003-10-01,4.729659181170072,6.2683519607978555
2003-11-01,4.772890026586258,6.257397373852339
2003-12-01,4.809305843747406,6.234728977025672
2004-01-01,4.845251538958394,6.22650189719418
2004-02-01,4.875868726822257,6.214918553343328
2004-03-01,4.883650620421996,6.190997260991646
2004-04-01,4.883847432331234,6.179835245289497
2004-05-01,4.903461025542974,6.176432210849818
2004-06-01,4.907912890710741,6.172576376704633
2004-07-01,4.935491262256371,6.166728142971913
2004-08-01,4.950257948244722,6.164248489157777
2004-09-01,4.959199522852614,6.163183446388314
2004-10-01,4.964848707015551,6.16574495230255
2004-11-01,4.981475349407282,6.156510689428097
2004-12-01,5.0036892462354965,6.151086277013039
2005-01-01,4.998437924781772,6.146480942718994
2005-02-01,5.007319996084498,6.162331965989536
2005-03-01,5.023261838864335,6.189620004925131
2005-04-01,5.048992862188528,6.222871918009157
2005-05-01,5.05437748677371,6.22663396851818
2005-06-01,5.060902261430507,6.222871615110935
2005-07-01,5.066286437432096,6.2172892770360155
2005-08-01,5.0635669802374625,6.182020500387871
2005-09-01,5.093982774116289,6.150702856099669
2005-10-01,5.096953949250849,6.118851680105777
2005-11-01,5.071493819648267,6.094702105389075
2005-12-01,5.045511571127188,6.081826701112573
2006-01-01,5.0496356065273185,6.068139695977062
2006-02-01,5.048450475799205,6.0586000198715935
2006-03-01,5.045613030608358,6.05455165659415
2006-04-01,5.046332932776699,6.031223152402464
2006-05-01,5.041073010476729,6.0265698678770425
2006-06-01,5.055105785291671,6.023404523229284
2006-07-01,5.051224014897561,6.011497621073072
2006-08-01,5.062630401723774,6.023618815489634
2006-09-01,5.050706258346727,6.040194603762856
2006-10-01,5.043644491776578,6.055896529497347
2006-11-01,5.040561974397796,6.062824378650203
2006-12-01,5.050468643236704,6.072907671693859
2007-01-01,5.035472082792579,6.066082126694007
2007-02-01,5.040519100268234,6.047546349013515
2007-03-01,5.055438768340392,6.029371506731938
2007-04-01,5.044956024983276,6.026624535376507
2007-05-01,5.04628396024964,6.023463128749744
2007-06-01,5.025181967334856,6.029356058843973
2007-07-01,5.013395061579954,6.032241682757696
2007-08-01,4.9886603354631385,6.023217203630217
2007-09-01,4.957037473696851,6.022458833469934
2007-10-01,4.932182340579278,5.9965811204428405
2007-11-01,4.914058565241887,5.980288769356317
2007-12-01,4.875664973138892,5.954307275436716
2008-01-01,4.855695505397193,5.933374821818407
2008-02-01,4.836420756861362,5.927031532269677
2008-03-01,4.804746579230129,5.903411665205437
2008-04-01,4.806808103398298,5.875162164772797
2008-05-01,4.810204153630539,5.849847554135754
2008-06-01,4.814446400637454,5.820129200112721
2008-07-01,4.821729904184878,5.802516461030866
2008-08-01,4.821072372706837,5.780734813161771
2008-09-01,4.813683610898134,5.753766162968721
2008-10-01,4.788487134212114,5.730617508215793
2008-11-01,4.762338249654481,5.709117637173826
2008-12-01,4.759944036615791,5.696781128921707
2009-01-01,4.7566042821360055,5.680632302099899
2009-02-01,4.760484695674108,5.659805936695233
2009-03-01,4.773038743907631,5.661283117934868
2009-04-01,4.752421300462378,5.660400607992688
2009-05-01,4.733020269257508,5.650867631820957
2009-06-01,4.72839956604475,5.633589987239643
2009-07-01,4.700899606405438,5.613350361907145
2009-08-01,4.685679614212401,5.616898032155002
2009-09-01,4.690771643673122,5.60780865134238
2009-10-01,4.698959780522709,5.605058774281846
2009-11-01,4.722537252688135,5.592263070114405
2009-12-01,4.747548083989457,5.577703224990562
2010-01-01,4.761920058871212,5.567808358352708
2010-02-01,4.774496169350951,5.561257488770539
2010-03-01,4.772269773596315,5.542140889595196
2010-04-01,4.774911315888247,5.5244435382378825
2010-05-01,4.7779565508542206,5.51599132533088
2010-06-01,4.749890490537993,5.512730847420484
2010-07-01,4.739686423605662,5.500297031869375
2010-08-01,4.73877712086397,5.475622978368082
2010-09-01,4.7302481475622296,5.457696378137128
2010-10-01,4.737829561130905,5.441029954889209
2010-11-01,4.7349389111187365,5.424648717637495
2010-12-01,4.721195784007029,5.407383628906636
2011-01-01,4.723350300480905,5.398557080920281
2011-02-01,4.708228500453267,5.378717211568252
2011-03-01,4.706626062978103,5.358843017551606
2011-04-01,4.717347549695157,5.3269914338433475
2011-05-01,4.727941765439397,5.3030575057652145
2011-06-01,4.751641487638991,5.263551263280527
2011-07-01,4.752226514314863,5.240282528666687
2011-08-01,4.743937655576992,5.228129504525257
2011-09-01,4.734540707412003,5.201567064152033
2011-10-01,4.719505555836311,5.193300557372017
2011-11-01,4.7124156279784986,5.190261293869631
2011-12-01,4.699814038369521,5.185883052987009
2012-01-01,4.683180484243896,5.176013192379778
2012-02-01,4.668605822156727,5.15220816992191
2012-03-01,4.656946229137962,5.137960986311731
2012-04-01,4.645590529846591,5.132887572224319
2012-05-01,4.632963796503503,5.119699131027105
2012-06-01,4.6217672002011785,5.130577830054478
2012-07-01,4.637192189581419,5.126596536734845
2012-08-01,4.639528140498592,5.111714203122007
2012-09-01,4.650601743548127,5.115363381127348
2012-10-01,4.654653845183875,5.103544178172254
2012-11-01,4.661501093887146,5.104373079510279
2012-12-01,4.668835763127075,5.1062342496397655
2013-01-01,4.673564962080685,5.089424606727508
2013-02-01,4.678689172015879,5.090164363134416
2013-03-01,4.6619815826753435,5.073961208015954
2013-04-01,4.6477043088710035,5.065317390102241
2013-05-01,4.632697424192373,5.0630373119445595
2013-06-01,4.632582949085937,5.051360475004311
2013-07-01,4.631408562992752,5.055415092062121
2013-08-01,4.645469384487292,5.038956462651111
2013-09-01,4.642404143129639,5.024005106865668
2013-10-01,4.641578746880044,5.002751927368014
2013-11-01,4.620466716830486,4.983117200942378
2013-12-01,4.5943920376598415,4.960474910365863
2014-01-01,4.571846167634512,4.947385960751874
2014-02-01,4.560430691444576,4.935783055166716
2014-03-01,4.562383676429746,4.939495465204094
2014-04-01,4.549825648917809,4.92728750733417
2014-05-01,4.530104203279555,4.911959069644281
2014-06-01,4.4945904371522465,4.8963615261499065
2014-07-01,4.4462585546265,4.8712404750572595
2014-08-01,4.40958071384236,4.860234423132298
2014-09-01,4.397263257656856,4.854825036938123
2014-10-01,4.390534741193621,4.871178333766473
2014-11-01,4.401637146718158,4.87820261376874
2014-12-01,4.407022443506041,4.881186183321832
2015-01-01,4.402915412806573,4.895904500598992
2015-02-01,4.384818683281773,4.892595734742815
2015-03-01,4.3894396910107965,4.900169940106351
2015-04-01,4.389931783045452,4.919512874682854
2015-05-01,4.41310466265566,4.942177110460011
2015-06-01,4.423997417970688,4.9441662110554665
2015-07-01,4.432752951603793,4.949920367632641
2015-08-01,4.423953141062741,4.963723254278968
2015-09-01,4.384348859862758,4.957099853856924
2015-10-01,4.360773167634749,4.9414022802215545
2015-11-01,4.339621032388202,4.934169061429924
2015-12-01,4.330213121901658,4.92086986139272
2016-01-01,4.343586945271816,4.902439044694657
2016-02-01,4.365503097165547,4.9049879214445316
2016-03-01,4.375307027604513,4.897307201744736
2016-04-01,4.393880901382305,4.88135867641439
2016-05-01,4.386541028064076,4.859993068436727
2016-06-01,4.4004609093653215,4.849275963912229
2016-07-01,4.407430798424429,4.832520633236979
2016-08-01,4.417122463589592,4.815084641613974
2016-09-01,4.4444415620633935,4.802786603729199
2016-10-01,4.458345188395264,4.799231225755816
2016-11-01,4.473184611431047,4.7805434899437715
2016-12-01,4.482526834926204,4.791758245576791
2017-01-01,4.453724165628825,4.788569074305022
2017-02-01,4.420480457349364,4.808381013828061
2017-03-01,4.400740249021836,4.805332089272458
2017-04-01,4.385076394038013,4.796374748171536
2017-05-01,4.364315457272796,4.792483047577289
2017-06-01,4.347074765710451,4.798364674422825
2017-07-01,4.330008193961393,4.791238648001383
2017-08-01,4.327506398990231,4.777397983509615
2017-09-01,4.334122521536497,4.774461932065936
2017-10-01,4.34468921365882,4.769697655247222
2017-11-01,4.339563436193706,4.780096075769246
2017-12-01,4.330973331262317,4.773959882887823
2018-01-01,4.344495274782482,4.788941172999443
2018-02-01,4.349788916536759,4.782964843140648
2018-03-01,4.351911565165946,4.797449474224009
2018-04-01,4.34352550949842,4.8116629828521615
2018-05-01,4.346438380643818,4.816644759539778
