pct,Share
0-10,-0.2872909616377216
10-20,0.06173335966296544
20-30,0.2698319007306401
30-40,0.7483554557818934
40-50,1.4068407252343091
50-60,2.359696988806056
60-70,3.7655933030232145
70-80,6.307681535400681
80-90,11.999567442829262
90-100,73.36799025016869
