census_code,occupation_title,telework,onet_version,oews_year
10,Chief executives,0.5,20.1,2012
20,General and operations managers,1.0,20.1,2012
30,Legislators,0.9406281896631715,20.1,2012
40,Advertising and promotions managers,1.0,20.1,2012
50,Marketing and sales managers,1.0,20.1,2012
60,Public relations and fundraising managers,1.0,20.1,2012
100,Administrative services managers,1.0,20.1,2012
110,Computer and information systems managers,1.0,20.1,2012
120,Financial managers,0.5,20.1,2012
135,Compensation and benefits managers,1.0,20.1,2012
136,Human resources managers,0.0,20.1,2012
137,Training and development managers,1.0,20.1,2012
140,Industrial production managers,0.0,20.1,2012
150,Purchasing managers,1.0,20.1,2012
160,"Transportation, storage, and distribution managers",0.3333333333333333,20.1,2012
205,"Farmers, ranchers, and other agricultural managers",0.0,20.1,2012
220,Construction managers,0.0,20.1,2012
230,Education administrators,0.0688119624065437,20.1,2012
300,Architectural and engineering managers,1.0,20.1,2012
310,Food service managers,0.0,20.1,2012
325,Funeral service managers,0.0,20.1,2012
330,Gaming managers,0.0,20.1,2012
340,Lodging managers,0.0,20.1,2012
350,Medical and health services managers,0.0,20.1,2012
360,Natural sciences managers,1.0,20.1,2012
400,Postmasters and mail superintendents,0.0,20.1,2012
410,"Property, real estate, and community association managers",0.0,20.1,2012
420,Social and community service managers,1.0,20.1,2012
425,Emergency management directors,1.0,20.1,2012
430,"Managers, all other",0.8571428571428571,20.1,2012
500,"Agents and business managers of artists, performers, and athletes",1.0,20.1,2012
510,"Buyers and purchasing agents, farm products",1.0,20.1,2012
520,"Wholesale and retail buyers, except farm products",1.0,20.1,2012
530,"Purchasing agents, except wholesale, retail, and farm products",1.0,20.1,2012
540,"Claims adjusters, appraisers, examiners, and investigators",0.0,20.1,2012
565,Compliance officers,0.5,20.1,2012
600,Cost estimators,1.0,20.1,2012
630,Human resources workers,0.0,20.1,2012
640,"Compensation, benefits, and job analysis specialists",1.0,20.1,2012
650,Training and development specialists,1.0,20.1,2012
700,Logisticians,1.0,20.1,2012
710,Management analysts,1.0,20.1,2012
725,"Meeting, convention, and event planners",1.0,20.1,2012
726,Fundraisers,1.0,20.1,2012
735,Market research analysts and marketing specialists,1.0,20.1,2012
740,"Business operations specialists, all other",0.8333333333333334,20.1,2012
800,Accountants and auditors,1.0,20.1,2012
810,Appraisers and assessors of real estate,0.5,20.1,2012
820,Budget analysts,1.0,20.1,2012
830,Credit analysts,1.0,20.1,2012
840,Financial analysts,1.0,20.1,2012
850,Personal financial advisors,1.0,20.1,2012
860,Insurance underwriters,1.0,20.1,2012
900,Financial examiners,1.0,20.1,2012
910,Credit counselors and loan officers,1.0,20.1,2012
