census_code,occupation_title,job_zone,onet_version,oews_year
10,Chief executives,5.0,14.0,2003
20,General and operations managers,3.0,14.0,2003
30,Legislators,4.0,14.0,2003
40,Advertising and promotions managers,4.0,14.0,2003
50,Marketing and sales managers,4.0,14.0,2003
60,Public relations managers,4.0,14.0,2003
100,Administrative services managers,3.0,14.0,2003
110,Computer and information systems managers,4.0,14.0,2003
120,Financial managers,4.5,14.0,2003
130,Human resources managers,4.0,14.0,2003
140,Industrial production managers,3.0,14.0,2003
150,Purchasing managers,4.0,14.0,2003
160,"Transportation, storage, and distribution managers",4.0,14.0,2003
200,"Farm, ranch, and other agricultural managers",3.6666666666666665,14.0,2003
210,Farmers and ranchers,3.0,14.0,2003
220,Construction managers,4.0,14.0,2003
230,Education administrators,4.844576976421637,14.0,2003
300,Engineering managers,5.0,14.0,2003
310,Food service managers,3.0,14.0,2003
320,Funeral directors,3.0,14.0,2003
330,Gaming managers,3.0,14.0,2003
340,Lodging managers,3.0,14.0,2003
350,Medical and health services managers,5.0,14.0,2003
360,Natural sciences managers,5.0,14.0,2003
400,Postmasters and mail superintendents,3.0,14.0,2003
410,"Property, real estate, and community association managers",3.0,14.0,2003
420,Social and community service managers,4.0,14.0,2003
430,"Managers, all other",4.0,14.0,2003
500,"Agents and business managers of artists, performers, and athletes",4.0,14.0,2003
510,"Purchasing agents and buyers, farm products",3.0,14.0,2003
520,"Wholesale and retail buyers, except farm products",3.0,14.0,2003
530,"Purchasing agents, except wholesale, retail, and farm products",3.0,14.0,2003
540,"Claims adjusters, appraisers, examiners, and investigators",3.0,14.0,2003
560,"Compliance officers, except agriculture, construction, health and safety, and transportation",3.6666666666666665,14.0,2003
600,Cost estimators,4.0,14.0,2003
620,"Human resources, training, and labor relations specialists",4.0,14.0,2003
700,Logisticians,4.0,14.0,2003
710,Management analysts,4.0,14.0,2003
720,Meeting and convention planners,4.0,14.0,2003
730,Other business operations specialists,4.0,14.0,2003
800,Accountants and auditors,4.0,14.0,2003
810,Appraisers and assessors of real estate,3.5,14.0,2003
820,Budget analysts,4.0,14.0,2003
830,Credit analysts,4.0,14.0,2003
840,Financial analysts,4.0,14.0,2003
850,Personal financial advisors,4.0,14.0,2003
860,Insurance underwriters,4.0,14.0,2003
900,Financial examiners,4.0,14.0,2003
910,Loan counselors and officers,3.1149798477384683,14.0,2003
930,"Tax examiners, collectors, and revenue agents",3.0,14.0,2003
940,Tax preparers,3.0,14.0,2003
950,"Financial specialists, all other",3.7919302147772296,14.0,2003
1000,Computer scientists and systems analysts,3.7641789075897605,14.0,2003
1010,Computer programmers,4.0,14.0,2003
1020,Computer software engineers,4.0,14.0,2003
1040,Computer support specialists,3.0,14.0,2003
1060,Database administrators,4.0,14.0,2003
1100,Network and computer systems administrators,4.0,14.0,2003
1110,Network systems and data communications analysts,3.0,14.0,2003
1200,Actuaries,4.0,14.0,2003
1210,Mathematicians,5.0,14.0,2003
1220,Operations research analysts,5.0,14.0,2003
1230,Statisticians,5.0,14.0,2003
1240,Miscellaneous mathematical science occupations,4.0,14.0,2003
1300,"Architects, except naval",4.827965793304221,14.0,2003
1310,"Surveyors, cartographers, and photogrammetrists",3.8520602349826247,14.0,2003
1320,Aerospace engineers,4.0,14.0,2003
1330,Agricultural engineers,4.0,14.0,2003
1340,Biomedical engineers,4.0,14.0,2003
1350,Chemical engineers,4.0,14.0,2003
1360,Civil engineers,4.0,14.0,2003
1400,Computer hardware engineers,4.0,14.0,2003
1410,Electrical and electronic engineers,4.0,14.0,2003
1420,Environmental engineers,4.0,14.0,2003
1430,"Industrial engineers, including health and safety",4.0,14.0,2003
1440,Marine engineers and naval architects,4.0,14.0,2003
1450,Materials engineers,4.0,14.0,2003
1460,Mechanical engineers,4.0,14.0,2003
1500,"Mining and geological engineers, including mining safety engineers",4.0,14.0,2003
1510,Nuclear engineers,4.0,14.0,2003
1520,Petroleum engineers,4.0,14.0,2003
1530,"Engineers, all other",4.0,14.0,2003
1540,Drafters,3.0,14.0,2003
1550,"Engineering technicians, except drafters",3.0315822957375262,14.0,2003
1560,Surveying and mapping technicians,3.0,14.0,2003
1600,Agricultural and food scientists,5.0,14.0,2003
1610,Biological scientists,5.0,14.0,2003
1640,Conservation scientists and foresters,4.0,14.0,2003
1650,Medical scientists,5.0,14.0,2003
1700,Astronomers and physicists,5.0,14.0,2003
1710,Atmospheric and space scientists,4.0,14.0,2003
1720,Chemists and materials scientists,4.082324186201533,14.0,2003
1740,Environmental scientists and geoscientists,4.074464718911507,14.0,2003
1760,"Physical scientists, all other",5.0,14.0,2003
1800,Economists,5.0,14.0,2003
1810,Market and survey researchers,4.0,14.0,2003
1820,Psychologists,5.0,14.0,2003
1830,Sociologists,5.0,14.0,2003
1840,Urban and regional planners,5.0,14.0,2003
1860,Miscellaneous social scientists and related workers,5.0,14.0,2003
