census_code,occupation_title,job_zone,onet_version,oews_year
10,Chief executives,5.0,20.1,2015
20,General and operations managers,4.0,20.1,2015
30,Legislators,4.0,20.1,2015
40,Advertising and promotions managers,4.0,20.1,2015
50,Marketing and sales managers,4.0,20.1,2015
60,Public relations and fundraising managers,4.0,20.1,2015
100,Administrative services managers,3.0,20.1,2015
110,Computer and information systems managers,4.0,20.1,2015
120,Financial managers,4.5,20.1,2015
135,Compensation and benefits managers,4.0,20.1,2015
136,Human resources managers,4.0,20.1,2015
137,Training and development managers,4.0,20.1,2015
140,Industrial production managers,3.75,20.1,2015
150,Purchasing managers,4.0,20.1,2015
160,"Transportation, storage, and distribution managers",4.0,20.1,2015
205,"Farmers, ranchers, and other agricultural managers",3.6666666666666665,20.1,2015
220,Construction managers,4.0,20.1,2015
230,Education administrators,4.860493058027768,20.1,2015
300,Architectural and engineering managers,4.5,20.1,2015
310,Food service managers,3.0,20.1,2015
325,Funeral service managers,3.0,20.1,2015
330,Gaming managers,3.0,20.1,2015
340,Lodging managers,3.0,20.1,2015
350,Medical and health services managers,5.0,20.1,2015
360,Natural sciences managers,4.333333333333333,20.1,2015
400,Postmasters and mail superintendents,3.0,20.1,2015
410,"Property, real estate, and community association managers",4.0,20.1,2015
420,Social and community service managers,4.0,20.1,2015
425,Emergency management directors,4.0,20.1,2015
430,"Managers, all other",4.142857142857143,20.1,2015
500,"Agents and business managers of artists, performers, and athletes",4.0,20.1,2015
510,"Buyers and purchasing agents, farm products",4.0,20.1,2015
520,"Wholesale and retail buyers, except farm products",3.0,20.1,2015
530,"Purchasing agents, except wholesale, retail, and farm products",4.0,20.1,2015
540,"Claims adjusters, appraisers, examiners, and investigators",3.473385157039774,20.1,2015
565,Compliance officers,3.5,20.1,2015
600,Cost estimators,4.0,20.1,2015
630,Human resources workers,3.9956966675413277,20.1,2015
640,"Compensation, benefits, and job analysis specialists",4.0,20.1,2015
650,Training and development specialists,4.0,20.1,2015
700,Logisticians,4.0,20.1,2015
710,Management analysts,4.0,20.1,2015
725,"Meeting, convention, and event planners",4.0,20.1,2015
726,Fundraisers,4.0,20.1,2015
735,Market research analysts and marketing specialists,4.0,20.1,2015
740,"Business operations specialists, all other",3.6666666666666665,20.1,2015
800,Accountants and auditors,4.0,20.1,2015
810,Appraisers and assessors of real estate,3.5,20.1,2015
820,Budget analysts,4.0,20.1,2015
830,Credit analysts,4.0,20.1,2015
840,Financial analysts,4.0,20.1,2015
850,Personal financial advisors,4.0,20.1,2015
860,Insurance underwriters,4.0,20.1,2015
900,Financial examiners,4.0,20.1,2015
910,Credit counselors and loan officers,3.0912434954243673,20.1,2015
930,"Tax examiners and collectors, and revenue agents",3.0,20.1,2015
940,Tax preparers,3.0,20.1,2015
950,"Financial specialists, all other",4.0,20.1,2015
1005,Computer and information research scientists,5.0,20.1,2015
1006,Computer systems analysts,4.0,20.1,2015
1007,Information security analysts,4.0,20.1,2015
1010,Computer programmers,4.0,20.1,2015
1020,"Software developers, applications and systems software",4.0,20.1,2015
1030,Web developers,3.0,20.1,2015
1050,Computer support specialists,3.2398165352182215,20.1,2015
1060,Database administrators,4.0,20.1,2015
1105,Network and computer systems administrators,4.0,20.1,2015
1106,Computer network architects ,3.5,20.1,2015
1107,"Computer occupations, all other",3.909090909090909,20.1,2015
1200,Actuaries,4.0,20.1,2015
1210,Mathematicians,5.0,20.1,2015
1220,Operations research analysts,5.0,20.1,2015
1230,Statisticians,4.666666666666667,20.1,2015
1240,Miscellaneous mathematical science occupations,4.0,20.1,2015
1300,"Architects, except naval",4.0,20.1,2015
1310,"Surveyors, cartographers, and photogrammetrists",4.0,20.1,2015
1320,Aerospace engineers,4.0,20.1,2015
1330,Agricultural engineers,4.0,20.1,2015
1340,Biomedical engineers,4.0,20.1,2015
1350,Chemical engineers,4.0,20.1,2015
1360,Civil engineers,4.0,20.1,2015
1400,Computer hardware engineers,4.0,20.1,2015
1410,Electrical and electronics engineers,4.0,20.1,2015
1420,Environmental engineers,4.5,20.1,2015
1430,"Industrial engineers, including health and safety",4.4543068961720556,20.1,2015
1440,Marine engineers and naval architects,4.0,20.1,2015
1450,Materials engineers,4.0,20.1,2015
1460,Mechanical engineers,4.333333333333333,20.1,2015
1500,"Mining and geological engineers, including mining safety engineers",4.0,20.1,2015
1510,Nuclear engineers,4.0,20.1,2015
1520,Petroleum engineers,4.0,20.1,2015
1530,"Engineers, all other",4.1,20.1,2015
1540,Drafters,3.2510936594107416,20.1,2015
1550,"Engineering technicians, except drafters",3.1230644964642766,20.1,2015
1560,Surveying and mapping technicians,3.0,20.1,2015
1600,Agricultural and food scientists,4.537539432176656,20.1,2015
1610,Biological scientists,5.0,20.1,2015
1640,Conservation scientists and foresters,4.0,20.1,2015
1650,Medical scientists,5.0,20.1,2015
1660,"Life scientists, all other",4.840468497576737,20.1,2015
1700,Astronomers and physicists,5.0,20.1,2015
1710,Atmospheric and space scientists,4.0,20.1,2015
1720,Chemists and materials scientists,4.074199541033766,20.1,2015
1740,Environmental scientists and geoscientists,4.520874791053092,20.1,2015
1760,"Physical scientists, all other",5.0,20.1,2015
1800,Economists,5.0,20.1,2015
1815,Survey researchers,5.0,20.1,2015
1820,Psychologists,5.0,20.1,2015
1830,Sociologists,5.0,20.1,2015
1840,Urban and regional planners,5.0,20.1,2015
1860,Miscellaneous social scientists and related workers,4.307661126874747,20.1,2015
1900,Agricultural and food science technicians,3.0,20.1,2015
1910,Biological technicians,4.0,20.1,2015
1920,Chemical technicians,3.0,20.1,2015
1930,Geological and petroleum technicians,4.0,20.1,2015
1940,Nuclear technicians,3.0,20.1,2015
1950,Social science research assistants,4.0,20.1,2015
1965,"Miscellaneous life, physical, and social science technicians",3.481696081696082,20.1,2015
2000,Counselors,5.0,20.1,2015
2010,Social workers,4.4746132132775935,20.1,2015
2015,Probation officers and correctional treatment specialists,4.0,20.1,2015
2016,Social and human service assistants,4.0,20.1,2015
2025,"Miscellaneous community and social service specialists, including health educators and community health workers",4.0,20.1,2015
2040,Clergy,5.0,20.1,2015
2050,"Directors, religious activities and education",4.0,20.1,2015
2060,"Religious workers, all other",4.704071209689187,20.1,2015
2100,Lawyers,5.0,20.1,2015
2105,Judicial law clerks,5.0,20.1,2015
2110,"Judges, magistrates, and other judicial workers",5.0,20.1,2015
2145,Paralegals and legal assistants,3.0,20.1,2015
2160,Miscellaneous legal support workers,3.0,20.1,2015
2200,Postsecondary teachers,5.0,20.1,2015
2300,Preschool and kindergarten teachers,3.299333762350002,20.1,2015
2310,Elementary and middle school teachers,4.0,20.1,2015
2320,Secondary school teachers,4.0,20.1,2015
2330,Special education teachers,4.0,20.1,2015
2340,Other teachers and instructors,3.2303637135578827,20.1,2015
2400,"Archivists, curators, and museum technicians",4.6171652421652425,20.1,2015
2430,Librarians,5.0,20.1,2015
2440,Library technicians,4.0,20.1,2015
2540,Teacher assistants,3.0,20.1,2015
2550,"Other education, training, and library workers",4.305271734819697,20.1,2015
2600,Artists and related workers,3.7236778262979136,20.1,2015
2630,Designers,3.5760003455051934,20.1,2015
2700,Actors,2.0,20.1,2015
2710,Producers and directors,4.0,20.1,2015
2720,"Athletes, coaches, umpires, and related workers",3.8347744065398524,20.1,2015
2740,Dancers and choreographers,3.338390501319261,20.1,2015
2750,"Musicians, singers, and related workers",2.8673887088521233,20.1,2015
2760,"Entertainers and performers, sports and related workers, all other",3.5457337883959044,20.1,2015
2800,Announcers,2.791612399062256,20.1,2015
2810,"News analysts, reporters and correspondents",4.0,20.1,2015
2825,Public relations specialists,4.0,20.1,2015
2830,Editors,4.0,20.1,2015
2840,Technical writers,4.0,20.1,2015
2850,Writers and authors,4.0,20.1,2015
2860,Miscellaneous media and communication workers,4.0,20.1,2015
2900,Broadcast and sound engineering technicians and radio operators,3.0,20.1,2015
2910,Photographers,3.0,20.1,2015
2920,"Television, video, and motion picture camera operators and editors",3.0,20.1,2015
2960,"Media and communication equipment workers, all other",3.0,20.1,2015
3000,Chiropractors,5.0,20.1,2015
3010,Dentists,5.0,20.1,2015
3030,Dietitians and nutritionists,5.0,20.1,2015
3040,Optometrists,5.0,20.1,2015
3050,Pharmacists,5.0,20.1,2015
3060,Physicians and surgeons,5.0,20.1,2015
3110,Physician assistants,5.0,20.1,2015
3120,Podiatrists,5.0,20.1,2015
3140,Audiologists,5.0,20.1,2015
3150,Occupational therapists,5.0,20.1,2015
3160,Physical therapists,5.0,20.1,2015
3200,Radiation therapists,3.0,20.1,2015
3210,Recreational therapists,4.333333333333333,20.1,2015
3220,Respiratory therapists,3.0,20.1,2015
3230,Speech-language pathologists,5.0,20.1,2015
3235,Exercise physiologists,5.0,20.1,2015
3245,"Therapists, all other",4.5361746227087245,20.1,2015
3250,Veterinarians,5.0,20.1,2015
3255,Registered nurses,3.8,20.1,2015
3256,Nurse anesthetists,5.0,20.1,2015
3257,Nurse midwives,5.0,20.1,2015
3258,Nurse practitioners,5.0,20.1,2015
3260,"Health diagnosing and treating practitioners, all other",5.0,20.1,2015
3300,Clinical laboratory technologists and technicians,3.508329173945595,20.1,2015
3310,Dental hygienists,3.0,20.1,2015
3320,Diagnostic related technologists and technicians,3.0,20.1,2015
3400,Emergency medical technicians and paramedics,3.0,20.1,2015
3420,Health practitioner support technologists and technicians,2.9593427427849166,20.1,2015
3500,Licensed practical and licensed vocational nurses,3.0,20.1,2015
3510,Medical records and health information technicians,3.0,20.1,2015
3520,"Opticians, dispensing",3.0,20.1,2015
3535,Miscellaneous health technologists and technicians,3.121326042378674,20.1,2015
3540,Other healthcare practitioners and technical occupations,4.065400843881856,20.1,2015
3600,"Nursing, psychiatric, and home health aides",2.0,20.1,2015
3610,Occupational therapy assistants and aides,3.0,20.1,2015
3620,Physical therapist assistants and aides,2.6164529103741367,20.1,2015
3630,Massage therapists,3.0,20.1,2015
3640,Dental assistants,3.0,20.1,2015
3645,Medical assistants,3.0,20.1,2015
3646,Medical transcriptionists,3.0,20.1,2015
3647,Pharmacy aides,2.0,20.1,2015
3648,Veterinary assistants and laboratory animal caretakers,3.0,20.1,2015
3649,Phlebotomists,3.0,20.1,2015
3655,"Miscellaneous healthcare support occupations, including medical equipment preparers",2.5,20.1,2015
3700,First-line supervisors of correctional officers,3.0,20.1,2015
3710,First-line supervisors of police and detectives,3.0,20.1,2015
3720,First-line supervisors of fire fighting and prevention workers,3.0,20.1,2015
3730,"First-line supervisors of protective service workers, all other",3.0,20.1,2015
