census_code,occupation_title,job_zone,onet_version,oews_year
4010,First-line supervisors/managers of food preparation and serving workers,2.0,14.0,2006
4020,Cooks,1.8,14.0,2006
4030,Food preparation workers,1.0,14.0,2006
4040,Bartenders,2.0,14.0,2006
4050,"Combined food preparation and serving workers, including fast food",1.0,14.0,2006
4060,"Counter attendants, cafeteria, food concession, and coffee shop",1.0,14.0,2006
4110,Waiters and waitresses,1.0,14.0,2006
4120,"Food servers, nonrestaurant",1.0,14.0,2006
4130,Dining room and cafeteria attendants and bartender helpers,1.0,14.0,2006
4140,Dishwashers,1.0,14.0,2006
4150,"Hosts and hostesses, restaurant, lounge, and coffee shop",1.0,14.0,2006
4160,"Food preparation and serving related workers, all other",1.0,14.0,2006
4200,First-line supervisors/managers of housekeeping and janitorial workers,3.0,14.0,2006
4210,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",2.0,14.0,2006
4220,Janitors and building cleaners,1.0,14.0,2006
4230,Maids and housekeeping cleaners,1.0,14.0,2006
4240,Pest control workers,2.0,14.0,2006
4250,Grounds maintenance workers,2.0,14.0,2006
4300,First-line supervisors/managers of gaming workers,2.0,14.0,2006
4320,First-line supervisors/managers of personal service workers,3.0,14.0,2006
4340,Animal trainers,2.0,14.0,2006
4350,Nonfarm animal caretakers,2.0,14.0,2006
4400,Gaming services workers,2.0,14.0,2006
4410,Motion picture projectionists,2.0,14.0,2006
4420,"Ushers, lobby attendants, and ticket takers",1.0,14.0,2006
4430,Miscellaneous entertainment attendants and related workers,1.3333333333333333,14.0,2006
4460,Funeral service workers,2.5,14.0,2006
4500,Barbers,3.0,14.0,2006
4510,"Hairdressers, hairstylists, and cosmetologists",3.0,14.0,2006
4520,Miscellaneous personal appearance workers,2.75,14.0,2006
4530,"Baggage porters, bellhops, and concierges",1.5,14.0,2006
4540,Tour and travel guides,3.0,14.0,2006
4550,Transportation attendants,2.0,14.0,2006
4600,Child care workers,2.5,14.0,2006
4610,Personal and home care aides,2.0,14.0,2006
4620,Recreation and fitness workers,3.5,14.0,2006
4640,Residential advisors,3.0,14.0,2006
4650,"Personal care and service workers, all other ",2.9,14.0,2006
4700,First-line supervisors/managers of retail sales workers,2.0,14.0,2006
4710,First-line supervisors/managers of non-retail sales workers,4.0,14.0,2006
4720,Cashiers,1.5,14.0,2006
4740,Counter and rental clerks,1.0,14.0,2006
4750,Parts salespersons,2.0,14.0,2006
4760,Retail salespersons,2.0,14.0,2006
4800,Advertising sales agents,3.0,14.0,2006
4810,Insurance sales agents,4.0,14.0,2006
4820,"Securities, commodities, and financial services sales agents",4.0,14.0,2006
4830,Travel agents,3.0,14.0,2006
4840,"Sales representatives, services, all other",3.5,14.0,2006
4850,"Sales representatives, wholesale and manufacturing",3.5,14.0,2006
4900,"Models, demonstrators, and product promoters",1.5,14.0,2006
4920,Real estate brokers and sales agents,3.0,14.0,2006
4930,Sales engineers,4.0,14.0,2006
4940,Telemarketers,2.0,14.0,2006
4950,"Door-to-door sales workers, news and street vendors, and related workers",2.0,14.0,2006
4960,"Sales and related workers, all other",2.0,14.0,2006
5000,First-line supervisors/managers of office and administrative support workers,3.0,14.0,2006
5010,"Switchboard operators, including answering service",2.0,14.0,2006
5020,Telephone operators,2.0,14.0,2006
5030,"Communications equipment operators, all other",2.0,14.0,2006
5100,Bill and account collectors,2.0,14.0,2006
5110,Billing and posting clerks and machine operators,2.3333333333333335,14.0,2006
5120,"Bookkeeping, accounting, and auditing clerks",3.0,14.0,2006
5130,Gaming cage workers,2.0,14.0,2006
5140,Payroll and timekeeping clerks,2.0,14.0,2006
5150,Procurement clerks,3.0,14.0,2006
5160,Tellers,2.0,14.0,2006
5200,Brokerage clerks,3.0,14.0,2006
5210,Correspondence clerks,2.0,14.0,2006
5220,"Court, municipal, and license clerks",2.3333333333333335,14.0,2006
5230,"Credit authorizers, checkers, and clerks",2.5,14.0,2006
5240,Customer service representatives,2.0,14.0,2006
5250,"Eligibility interviewers, government programs",3.0,14.0,2006
5260,File Clerks,3.0,14.0,2006
5300,"Hotel, motel, and resort desk clerks",2.0,14.0,2006
5310,"Interviewers, except eligibility and loan",2.0,14.0,2006
5320,"Library assistants, clerical",3.0,14.0,2006
5330,Loan interviewers and clerks,3.0,14.0,2006
5340,New accounts clerks,2.0,14.0,2006
5350,Order clerks,2.0,14.0,2006
5360,"Human resources assistants, except payroll and timekeeping",3.0,14.0,2006
5400,Receptionists and information clerks,2.0,14.0,2006
5410,Reservation and transportation ticket agents and travel clerks,2.0,14.0,2006
5420,"Information and record clerks, all other",2.375,14.0,2006
5500,Cargo and freight agents,2.0,14.0,2006
5510,Couriers and messengers,2.0,14.0,2006
5520,Dispatchers,2.0,14.0,2006
5530,"Meter readers, utilities",2.0,14.0,2006
5540,Postal service clerks,2.0,14.0,2006
5550,Postal service mail carriers,2.0,14.0,2006
5560,"Postal service mail sorters, processors, and processing machine operators",2.0,14.0,2006
5600,"Production, planning, and expediting clerks",2.0,14.0,2006
5610,"Shipping, receiving, and traffic clerks",2.0,14.0,2006
5620,Stock clerks and order fillers,1.5,14.0,2006
5630,"Weighers, measurers, checkers, and samplers, recordkeeping",2.0,14.0,2006
5700,Secretaries and administrative assistants,2.5,14.0,2006
5800,Computer operators,3.0,14.0,2006
5810,Data entry keyers,2.0,14.0,2006
5820,Word processors and typists,2.0,14.0,2006
5830,Desktop publishers,3.0,14.0,2006
5840,Insurance claims and policy processing clerks,2.0,14.0,2006
5850,"Mail clerks and mail machine operators, except postal service",2.0,14.0,2006
5860,"Office clerks, general",2.0,14.0,2006
5900,"Office machine operators, except computer",2.0,14.0,2006
5910,Proofreaders and copy markers,4.0,14.0,2006
5920,Statistical assistants,3.0,14.0,2006
5930,"Office and administrative support workers, all other",3.0,14.0,2006
6000,"First-line supervisors/managers of farming, fishing, and forestry workers",2.375,14.0,2006
6010,Agricultural inspectors,3.0,14.0,2006
6020,Animal breeders,3.0,14.0,2006
6040,"Graders and sorters, agricultural products",1.0,14.0,2006
6050,Miscellaneous agricultural workers ,1.3333333333333333,14.0,2006
6100,Fishers and related fishing workers,1.0,14.0,2006
6110,Hunters and trappers,1.0,14.0,2006
6120,Forest and conservation workers,3.0,14.0,2006
6130,Logging workers,1.6666666666666667,14.0,2006
6200,First-line supervisors/managers of construction trades and extraction workers,3.0,14.0,2006
6210,Boilermakers,2.0,14.0,2006
6220,"Brickmasons, blockmasons, and stonemasons",2.5,14.0,2006
6230,Carpenters,2.0,14.0,2006
6240,"Carpet, floor, and tile installers and finishers",1.75,14.0,2006
6250,"Cement masons, concrete finishers, and terrazzo workers",2.5,14.0,2006
6260,Construction laborers,1.0,14.0,2006
6300,"Paving, surfacing, and tamping equipment operators",2.0,14.0,2006
6310,Pile-driver operators,2.0,14.0,2006
6320,Operating engineers and other construction equipment operators,3.0,14.0,2006
6330,"Drywall installers, ceiling tile installers, and tapers",2.0,14.0,2006
6350,Electricians,3.0,14.0,2006
6360,Glaziers,2.0,14.0,2006
6400,Insulation workers,2.0,14.0,2006
6420,"Painters, construction and maintenance",2.0,14.0,2006
6430,Paperhangers,2.0,14.0,2006
6440,"Pipelayers, plumbers, pipefitters, and steamfitters",2.5,14.0,2006
6460,Plasterers and stucco masons,2.0,14.0,2006
6500,Reinforcing iron and rebar workers,2.0,14.0,2006
6510,Roofers,2.0,14.0,2006
6520,Sheet metal workers,2.0,14.0,2006
6530,Structural iron and steel workers,2.0,14.0,2006
6600,"Helpers, construction trades",1.6666666666666667,14.0,2006
6660,Construction and building inspectors,3.0,14.0,2006
6700,Elevator installers and repairers,3.0,14.0,2006
6710,Fence erectors,2.0,14.0,2006
6720,Hazardous materials removal workers,2.0,14.0,2006
6730,Highway maintenance workers,2.0,14.0,2006
6740,Rail-track laying and maintenance equipment operators,2.0,14.0,2006
6750,Septic tank servicers and sewer pipe cleaners,1.0,14.0,2006
6760,Miscellaneous construction and related workers,2.0,14.0,2006
6800,"Derrick, rotary drill, and service unit operators, oil, gas, and mining",1.6666666666666667,14.0,2006
6820,"Earth drillers, except oil and gas",2.0,14.0,2006
6830,"Explosives workers, ordnance handling experts, and blasters",2.0,14.0,2006
6840,Mining machine operators,1.5,14.0,2006
6910,"Roof bolters, mining",2.0,14.0,2006
6920,"Roustabouts, oil and gas",2.0,14.0,2006
6930,Helpers--extraction workers,2.0,14.0,2006
6940,Other extraction workers,1.7272727272727273,14.0,2006
7000,"First-line supervisors/managers of mechanics, installers, and repairers",3.0,14.0,2006
7010,"Computer, automated teller, and office machine repairers",3.0,14.0,2006
7020,Radio and telecommunications equipment installers and repairers,3.0,14.0,2006
7030,Avionics technicians,3.0,14.0,2006
7040,"Electric motor, power tool, and related repairers",3.0,14.0,2006
7050,"Electrical and electronics installers and repairers, transportation equipment",3.0,14.0,2006
7100,"Electrical and electronics repairers, industrial and utility",3.0,14.0,2006
7110,"Electronic equipment installers and repairers, motor vehicles",3.0,14.0,2006
7120,Electronic home entertainment equipment installers and repairers,3.0,14.0,2006
7130,Security and fire alarm systems installers,3.0,14.0,2006
7140,Aircraft mechanics and service technicians,3.0,14.0,2006
7150,Automotive body and related repairers,2.0,14.0,2006
7160,Automotive glass installers and repairers,2.0,14.0,2006
7200,Automotive service technicians and mechanics,3.0,14.0,2006
7210,Bus and truck mechanics and diesel engine specialists,3.0,14.0,2006
7220,Heavy vehicle and mobile equipment service technicians and mechanics,2.6666666666666665,14.0,2006
7240,Small engine mechanics,2.6666666666666665,14.0,2006
7260,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",1.6666666666666667,14.0,2006
7300,Control and valve installers and repairers,2.5,14.0,2006
7310,"Heating, air conditioning, and refrigeration mechanics and installers",3.0,14.0,2006
7320,Home appliance repairers,3.0,14.0,2006
7330,Industrial and refractory machinery mechanics,2.6,14.0,2006
7340,"Maintenance and repair workers, general",3.0,14.0,2006
7350,"Maintenance workers, machinery",2.0,14.0,2006
7360,Millwrights,3.0,14.0,2006
7410,Electrical power-line installers and repairers,3.0,14.0,2006
7420,Telecommunications line installers and repairers,2.0,14.0,2006
7430,Precision instrument and equipment repairers,3.0,14.0,2006
7510,"Coin, vending, and amusement machine servicers and repairers",2.0,14.0,2006
7520,Commercial divers,3.0,14.0,2006
7540,Locksmiths and safe repairers,2.0,14.0,2006
7550,Manufactured building and mobile home installers,2.0,14.0,2006
7560,Riggers,2.0,14.0,2006
7600,Signal and track switch repairers,3.0,14.0,2006
7610,"Helpers--installation, maintenance, and repair workers ",2.0,14.0,2006
7620,"Other installation, maintenance, and repair workers",2.125,14.0,2006
7700,First-line supervisors/managers of production and operating workers,3.0,14.0,2006
7710,"Aircraft structure, surfaces, rigging, and systems assemblers",2.0,14.0,2006
7720,"Electrical, electronics, and electromechanical assemblers",2.0,14.0,2006
7730,Engine and other machine assemblers,2.0,14.0,2006
7740,Structural metal fabricators and fitters,3.0,14.0,2006
7750,Miscellaneous assemblers and fabricators,2.0,14.0,2006
7800,Bakers,2.0,14.0,2006
7810,"Butchers and other meat, poultry, and fish processing workers",1.3333333333333333,14.0,2006
7830,"Food and tobacco roasting, baking, and drying machine operators and tenders",2.0,14.0,2006
7840,Food batchmakers,2.0,14.0,2006
7850,Food cooking machine operators and tenders,2.0,14.0,2006
7900,Computer control programmers and operators,2.5,14.0,2006
7920,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",2.0,14.0,2006
7930,"Forging machine setters, operators, and tenders, metal and plastic",2.0,14.0,2006
7940,"Rolling machine setters, operators, and tenders, metal and plastic",2.0,14.0,2006
7950,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",2.0,14.0,2006
7960,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic ",3.0,14.0,2006
8000,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",2.0,14.0,2006
8010,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",2.0,14.0,2006
8020,"Milling and planing machine setters, operators, and tenders, metal and plastic",3.0,14.0,2006
8030,Machinists,3.0,14.0,2006
8040,Metal furnace and kiln operators and tenders,2.0,14.0,2006
8060,"Model makers and patternmakers, metal and plastic",3.0,14.0,2006
8100,"Molders and molding machine setters, operators, and tenders, metal and plastic",2.0,14.0,2006
8120,"Multiple machine tool setters, operators, and tenders, metal and plastic ",2.0,14.0,2006
8130,Tool and die makers,3.0,14.0,2006
8140,"Welding, soldering, and brazing workers",2.0,14.0,2006
8150,"Heat treating equipment setters, operators, and tenders, metal and plastic",2.0,14.0,2006
8160,"Lay-out workers, metal and plastic",2.0,14.0,2006
8200,"Plating and coating machine setters, operators, and tenders, metal and plastic",2.0,14.0,2006
8210,"Tool grinders, filers, and sharpeners",2.0,14.0,2006
8220,"Metalworkers and plastic workers, all other",2.0,14.0,2006
8230,Bookbinders and bindery workers,2.0,14.0,2006
8240,Job printers,3.0,14.0,2006
8250,Prepress technicians and workers,3.0,14.0,2006
8260,Printing machine operators,2.0,14.0,2006
8300,Laundry and dry-cleaning workers,2.0,14.0,2006
8310,"Pressers, textile, garment, and related materials",1.0,14.0,2006
8320,Sewing machine operators,1.0,14.0,2006
8330,Shoe and leather workers and repairers,2.0,14.0,2006
8340,Shoe machine operators and tenders,2.0,14.0,2006
8350,"Tailors, dressmakers, and sewers",2.5,14.0,2006
8360,Textile bleaching and dyeing machine operators and tenders,2.0,14.0,2006
8400,"Textile cutting machine setters, operators, and tenders",2.0,14.0,2006
8410,"Textile knitting and weaving machine setters, operators, and tenders",2.0,14.0,2006
8420,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",2.0,14.0,2006
8430,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",2.0,14.0,2006
8440,Fabric and apparel patternmakers,3.0,14.0,2006
8450,Upholsterers,2.0,14.0,2006
8460,"Textile, apparel, and furnishings workers, all other",2.3333333333333335,14.0,2006
8500,Cabinetmakers and bench carpenters,3.0,14.0,2006
8510,Furniture finishers,1.0,14.0,2006
8520,"Model makers and patternmakers, wood",3.0,14.0,2006
8530,"Sawing machine setters, operators, and tenders, wood",2.0,14.0,2006
8540,"Woodworking machine setters, operators, and tenders, except sawing",2.0,14.0,2006
8550,"Woodworkers, all other",2.3333333333333335,14.0,2006
8600,"Power plant operators, distributors, and dispatchers",3.0,14.0,2006
8610,Stationary engineers and boiler operators,3.0,14.0,2006
8620,Water and liquid waste treatment plant and system operators,3.0,14.0,2006
8630,Miscellaneous plant and system operators,2.3333333333333335,14.0,2006
8640,"Chemical processing machine setters, operators, and tenders",2.0,14.0,2006
8650,"Crushing, grinding, polishing, mixing, and blending workers",1.6666666666666667,14.0,2006
8710,Cutting workers,2.0,14.0,2006
8720,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",2.0,14.0,2006
8730,"Furnace, kiln, oven, drier, and kettle operators and tenders",2.0,14.0,2006
8740,"Inspectors, testers, sorters, samplers, and weighers",2.0,14.0,2006
8750,Jewelers and precious stone and metal workers,3.0,14.0,2006
8760,"Medical, dental, and ophthalmic laboratory technicians",2.3333333333333335,14.0,2006
8800,Packaging and filling machine operators and tenders,2.0,14.0,2006
8810,Painting workers,2.0,14.0,2006
8830,Photographic process workers and processing machine operators,2.0,14.0,2006
8840,Semiconductor processors,2.0,14.0,2006
8850,Cementing and gluing machine operators and tenders,2.0,14.0,2006
8860,"Cleaning, washing, and metal pickling equipment operators and tenders",2.0,14.0,2006
8900,Cooling and freezing equipment operators and tenders,2.0,14.0,2006
8910,Etchers and engravers,2.0,14.0,2006
8920,"Molders, shapers, and casters, except metal and plastic",2.5,14.0,2006
8930,"Paper goods machine setters, operators, and tenders",2.0,14.0,2006
8940,Tire builders,2.0,14.0,2006
8950,Helpers--production workers,1.0,14.0,2006
8960,"Production workers, all other",1.9375,14.0,2006
9000,"Supervisors, transportation and material moving workers",2.6666666666666665,14.0,2006
9030,Aircraft pilots and flight engineers,3.5,14.0,2006
9040,Air traffic controllers and airfield operations specialists,3.0,14.0,2006
9110,"Ambulance drivers and attendants, except emergency medical technicians",2.0,14.0,2006
9120,Bus drivers,2.0,14.0,2006
9130,Driver/sales workers and truck drivers,1.6666666666666667,14.0,2006
9140,Taxi drivers and chauffeurs,1.0,14.0,2006
9150,"Motor vehicle operators, all other",1.7142857142857142,14.0,2006
9200,Locomotive engineers and operators,2.0,14.0,2006
9230,"Railroad brake, signal, and switch operators",2.0,14.0,2006
9240,Railroad conductors and yardmasters,2.0,14.0,2006
9260,"Subway, streetcar, and other rail transportation workers",2.0,14.0,2006
9300,Sailors and marine oilers,2.0,14.0,2006
9310,Ship and boat captains and operators,2.5,14.0,2006
9330,Ship engineers,3.0,14.0,2006
9340,Bridge and lock tenders,1.0,14.0,2006
9350,Parking lot attendants,1.0,14.0,2006
9360,Service station attendants,1.0,14.0,2006
9410,Transportation inspectors,3.3333333333333335,14.0,2006
9420,Other transportation workers ,1.8666666666666667,14.0,2006
9500,Conveyor operators and tenders,2.0,14.0,2006
9510,Crane and tower operators,3.0,14.0,2006
9520,"Dredge, excavating, and loading machine operators",2.0,14.0,2006
9560,Hoist and winch operators,2.0,14.0,2006
9600,Industrial truck and tractor operators,2.0,14.0,2006
9610,Cleaners of vehicles and equipment,1.0,14.0,2006
9620,"Laborers and freight, stock, and material movers, hand",2.0,14.0,2006
9630,Machine feeders and offbearers,2.0,14.0,2006
9640,"Packers and packagers, hand",1.0,14.0,2006
9650,Pumping station operators,2.0,14.0,2006
9720,Refuse and recyclable material collectors,2.0,14.0,2006
9730,Shuttle car operators,2.0,14.0,2006
9740,"Tank car, truck, and ship loaders",2.0,14.0,2006
9750,"Material moving workers, all other",2.0,14.0,2006
9800,Military officer special and tactical operations leaders/managers,,14.0,2006
9810,First-line enlisted military supervisors/managers,,14.0,2006
9820,Military enlisted tactical operations and air/weapons specialists and crew members,,14.0,2006
9830,"Military, rank not specified",,14.0,2006
9920,"Unemployed, last worked five years ago or earlier or never worked",,14.0,2006
