census_code,occupation_title,high_pd,any_pd,dwc,difficult,onet_version,oews_year,offshorability
10,Chief executives,0.0,0.0,0.0,0.0,25.1,2021,0.46866226
20,General and operations managers,0.0,0.0,0.0,0.0,25.1,2021,-0.14223063
30,Legislators,0.0,0.0,0.0,0.0,25.1,2021,
40,Advertising and promotions managers,0.0,0.0,0.0,0.0,25.1,2021,0.32495964
51,Marketing managers,0.0,0.0,0.0,0.0,25.1,2021,
52,Sales managers,0.0,0.0,0.0,0.0,25.1,2021,
60,Public relations and fundraising managers,0.0,0.0,0.0,0.0,25.1,2021,0.32495964
101,Administrative services managers,0.0,0.0,0.0,0.0,25.1,2021,
102,Facilities managers,0.0,0.0,0.0,0.0,25.1,2021,
110,Computer and information systems managers,0.0,0.0,0.0,0.0,25.1,2021,-0.14223063
120,Financial managers,0.0,0.0,0.0,0.0,25.1,2021,0.47275448
135,Compensation and benefits managers,0.0,0.0,0.0,0.0,25.1,2021,1.1813816
136,Human resources managers,0.0,0.0,0.0,0.0,25.1,2021,1.1813816
137,Training and development managers,0.0,0.0,0.0,0.0,25.1,2021,1.1813816
140,Industrial production managers,0.0,0.0,0.8333333333333334,0.8333333333333334,25.1,2021,-0.14223063
150,Purchasing managers,0.0,0.0,0.0,0.0,25.1,2021,0.9856056
160,"Transportation, storage, and distribution managers",0.0,0.0,0.0,0.0,25.1,2021,0.71980846
205,"Farmers, ranchers, and other agricultural managers",0.0,0.0,1.0,1.0,25.1,2021,-0.1618563
220,Construction managers,0.0,0.0,1.0,1.0,25.1,2021,-0.14223063
230,Education and childcare administrators ,0.0,0.0,0.0,0.0,25.1,2021,-1.1653323
300,Architectural and engineering managers,0.0,0.0,0.0,0.0,25.1,2021,-0.14223063
310,Food service managers,0.0,1.0,0.0,1.0,25.1,2021,-0.14223063
325,Funeral home managers,0.0,0.0,0.0,0.0,25.1,2021,
335,Entertainment and recreation managers,0.0,0.0,0.0,0.0,25.1,2021,
340,Lodging managers,0.0,0.0,0.0,0.0,25.1,2021,-0.14223063
350,Medical and health services managers,0.0,0.0,0.0,0.0,25.1,2021,-2.188437
360,Natural sciences managers,0.0,0.0,0.0,0.0,25.1,2021,-0.14223063
400,Postmasters and mail superintendents,0.0,0.0,0.0,0.0,25.1,2021,
410,"Property, real estate, and community association managers",0.0,0.0,0.0,0.0,25.1,2021,0.4990003
420,Social and community service managers,0.0,0.0,0.0,0.0,25.1,2021,-0.14223063
425,Emergency management directors,0.0,0.0,0.0,0.0,25.1,2021,0.0085452795
426,"Personal service managers, all other",0.0,0.0,0.0,0.0,25.1,2021,
440,"Managers, all other",0.0,0.0,0.0,0.0,25.1,2021,
500,"Agents and business managers of artists, performers, and athletes",0.0,0.0,0.0,0.0,25.1,2021,0.7345849
510,"Buyers and purchasing agents, farm products",0.0,0.0,0.0,0.0,25.1,2021,0.7120725
520,"Wholesale and retail buyers, except farm products",0.0,0.0,0.0,0.0,25.1,2021,1.1786948
530,"Purchasing agents, except wholesale, retail, and farm products",0.0,0.0,0.0,0.0,25.1,2021,0.9856056
540,"Claims adjusters, appraisers, examiners, and investigators",0.0,0.0,0.039472321027730774,0.039472321027730774,25.1,2021,1.7648889
