census_code,occupation_title,ai_exposure,onet_version,oews_year
10,Chief executives,0.34323722077902036,25.1,2022
20,General and operations managers,0.3432482076198377,25.1,2022
30,Legislators,0.3432475954645981,25.1,2022
40,Advertising and promotions managers,0.3544455047754994,25.1,2022
51,Marketing managers,0.3318092604157374,25.1,2022
52,Sales managers,0.3299677855718409,25.1,2022
60,Public relations and fundraising managers,0.3312573534141936,25.1,2022
101,Administrative services managers,0.3465599999999999,25.1,2022
102,Facilities managers,0.3465599999999999,25.1,2022
110,Computer and information systems managers,0.3446654636704542,25.1,2022
120,Financial managers,0.34801811825718465,25.1,2022
135,Compensation and benefits managers,0.3475476607145622,25.1,2022
136,Human resources managers,0.323270643312616,25.1,2022
137,Training and development managers,0.3281405168045938,25.1,2022
140,Industrial production managers,0.34444667793016864,25.1,2022
150,Purchasing managers,0.3335448258359241,25.1,2022
160,"Transportation, storage, and distribution managers",0.34005021816978115,25.1,2022
205,"Farmers, ranchers, and other agricultural managers",0.34043632335177487,25.1,2022
220,Construction managers,0.35079917335914407,25.1,2022
230,Education and childcare administrators ,0.33952777109634474,25.1,2022
300,Architectural and engineering managers,0.354771506676019,25.1,2022
310,Food service managers,0.3318714696379175,25.1,2022
325,Funeral home managers,0.3495462321319841,25.1,2022
335,Entertainment and recreation managers,0.3431696803751999,25.1,2022
340,Lodging managers,0.33663893510815307,25.1,2022
350,Medical and health services managers,0.3499615643643834,25.1,2022
360,Natural sciences managers,0.3600588500178228,25.1,2022
400,Postmasters and mail superintendents,0.34598262032085564,25.1,2022
410,"Property, real estate, and community association managers",0.3411725903247317,25.1,2022
420,Social and community service managers,0.34764957566685967,25.1,2022
425,Emergency management directors,0.3406799591330553,25.1,2022
426,"Personal service managers, all other",0.32626864011663254,25.1,2022
440,"Managers, all other",0.35236917229248516,25.1,2022
500,"Agents and business managers of artists, performers, and athletes",0.3420552436089701,25.1,2022
510,"Buyers and purchasing agents, farm products",0.3516048824593128,25.1,2022
520,"Wholesale and retail buyers, except farm products",0.35964561257483113,25.1,2022
530,"Purchasing agents, except wholesale, retail, and farm products",0.3562354161265232,25.1,2022
540,"Claims adjusters, appraisers, examiners, and investigators",0.3762896156955292,25.1,2022
565,Compliance officers,0.36206531344031573,25.1,2022
600,Cost estimators,0.3549635666782809,25.1,2022
630,Human resources workers,0.35109106730574025,25.1,2022
640,"Compensation, benefits, and job analysis specialists",0.3608587087458417,25.1,2022
