census_code,occupation_title,job_zone,onet_version,oews_year
10,Chief executives,5.0,25.1,2022
20,General and operations managers,4.0,25.1,2022
30,Legislators,4.0,25.1,2022
40,Advertising and promotions managers,4.0,25.1,2022
51,Marketing managers,4.0,25.1,2022
52,Sales managers,4.0,25.1,2022
60,Public relations and fundraising managers,4.0,25.1,2022
101,Administrative services managers,3.0,25.1,2022
102,Facilities managers,3.0,25.1,2022
110,Computer and information systems managers,4.0,25.1,2022
120,Financial managers,4.333333333333333,25.1,2022
135,Compensation and benefits managers,4.0,25.1,2022
136,Human resources managers,4.0,25.1,2022
137,Training and development managers,4.0,25.1,2022
140,Industrial production managers,3.6666666666666665,25.1,2022
150,Purchasing managers,4.0,25.1,2022
160,"Transportation, storage, and distribution managers",4.0,25.1,2022
205,"Farmers, ranchers, and other agricultural managers",4.0,25.1,2022
220,Construction managers,4.0,25.1,2022
230,Education and childcare administrators ,4.883016881749776,25.1,2022
300,Architectural and engineering managers,4.5,25.1,2022
310,Food service managers,2.0,25.1,2022
325,Funeral home managers,3.0,25.1,2022
335,Entertainment and recreation managers,3.0,25.1,2022
340,Lodging managers,4.0,25.1,2022
350,Medical and health services managers,5.0,25.1,2022
360,Natural sciences managers,4.333333333333333,25.1,2022
400,Postmasters and mail superintendents,2.0,25.1,2022
410,"Property, real estate, and community association managers",4.0,25.1,2022
420,Social and community service managers,4.0,25.1,2022
425,Emergency management directors,4.0,25.1,2022
426,"Personal service managers, all other",3.5,25.1,2022
440,"Managers, all other",4.0,25.1,2022
500,"Agents and business managers of artists, performers, and athletes",4.0,25.1,2022
510,"Buyers and purchasing agents, farm products",4.0,25.1,2022
520,"Wholesale and retail buyers, except farm products",3.0,25.1,2022
530,"Purchasing agents, except wholesale, retail, and farm products",4.0,25.1,2022
540,"Claims adjusters, appraisers, examiners, and investigators",3.9614762386248734,25.1,2022
565,Compliance officers,3.4285714285714284,25.1,2022
600,Cost estimators,4.0,25.1,2022
630,Human resources workers,3.998775205709768,25.1,2022
640,"Compensation, benefits, and job analysis specialists",4.0,25.1,2022
650,Training and development specialists,4.0,25.1,2022
700,Logisticians,4.0,25.1,2022
705,Project management specialists,4.0,25.1,2022
710,Management analysts,5.0,25.1,2022
725,"Meeting, convention, and event planners",4.0,25.1,2022
726,Fundraisers,4.0,25.1,2022
735,Market research analysts and marketing specialists,4.0,25.1,2022
750,"Business operations specialists, all other",4.0,25.1,2022
800,Accountants and auditors,4.0,25.1,2022
810,Property appraisers and assessors,4.0,25.1,2022
820,Budget analysts,4.0,25.1,2022
830,Credit analysts,4.0,25.1,2022
845,Financial and investment analysts,4.0,25.1,2022
850,Personal financial advisors,4.0,25.1,2022
860,Insurance underwriters,4.0,25.1,2022
900,Financial examiners,4.0,25.1,2022
910,Credit counselors and loan officers,4.0,25.1,2022
930,"Tax examiners and collectors, and revenue agents",3.0,25.1,2022
940,Tax preparers,3.0,25.1,2022
960,Other financial specialists,3.9733808980067287,25.1,2022
1005,Computer and information research scientists,5.0,25.1,2022
1006,Computer systems analysts,4.0,25.1,2022
1007,Information security analysts,4.0,25.1,2022
1010,Computer programmers,4.0,25.1,2022
1021,Software developers,3.8279657562168774,25.1,2022
1022,Software quality assurance analysts and testers,4.0,25.1,2022
1031,Web developers,3.0,25.1,2022
1032,Web and digital interface designers,4.0,25.1,2022
1050,Computer support specialists,3.1951140629511983,25.1,2022
1065,Database administrators and architects,3.864725281563064,25.1,2022
1105,Network and computer systems administrators,4.0,25.1,2022
1106,Computer network architects,3.5,25.1,2022
1108,"Computer occupations, all other",4.0,25.1,2022
1200,Actuaries,4.0,25.1,2022
1210,Mathematicians,5.0,25.1,2022
1220,Operations research analysts,5.0,25.1,2022
1230,Statisticians,5.0,25.1,2022
1240,Other mathematical science occupations,4.42256671057872,25.1,2022
1305,"Architects, except landscape and naval",4.0,25.1,2022
1306,Landscape architects,4.0,25.1,2022
1310,"Surveyors, cartographers, and photogrammetrists",4.0,25.1,2022
1320,Aerospace engineers,4.0,25.1,2022
1330,Agricultural engineers,4.0,25.1,2022
1340,Bioengineers and biomedical engineers,4.0,25.1,2022
1350,Chemical engineers,4.0,25.1,2022
1360,Civil engineers,4.0,25.1,2022
1400,Computer hardware engineers,4.0,25.1,2022
1410,Electrical and electronics engineers,4.0,25.1,2022
1420,Environmental engineers,4.0,25.1,2022
1430,"Industrial engineers, including health and safety ",4.234311209611572,25.1,2022
1440,Marine engineers and naval architects,4.0,25.1,2022
1450,Materials engineers,4.0,25.1,2022
1460,Mechanical engineers,4.333333333333333,25.1,2022
1500,"Mining and geological engineers, including mining safety engineers",4.0,25.1,2022
1510,Nuclear engineers,4.0,25.1,2022
1520,Petroleum engineers,4.0,25.1,2022
1530,"Engineers, all other",4.25,25.1,2022
1541,Architectural and civil drafters,3.0,25.1,2022
1545,Other drafters,3.0,25.1,2022
1551,Electrical and electronic engineering technologists and technicians,3.0,25.1,2022
1555,"Other engineering technologists and technicians, except drafters",3.030771484114937,25.1,2022
1560,Surveying and mapping technicians,3.0,25.1,2022
1600,Agricultural and food scientists,4.5572932330827065,25.1,2022
1610,Biological scientists,5.0,25.1,2022
1640,Conservation scientists and foresters,4.0,25.1,2022
1650,Medical scientists,5.0,25.1,2022
1660,"Life scientists, all other",4.848515106615989,25.1,2022
1700,Astronomers and physicists,5.0,25.1,2022
1710,Atmospheric and space scientists,4.0,25.1,2022
