census_code,occupation_title,telework,onet_version,oews_year
10,Chief executives,0.0,14.0,2005
20,General and operations managers,1.0,14.0,2005
30,Legislators,0.5,14.0,2005
40,Advertising and promotions managers,0.0,14.0,2005
50,Marketing and sales managers,1.0,14.0,2005
60,Public relations managers,1.0,14.0,2005
100,Administrative services managers,1.0,14.0,2005
110,Computer and information systems managers,1.0,14.0,2005
120,Financial managers,1.0,14.0,2005
130,Human resources managers,0.0,14.0,2005
140,Industrial production managers,0.0,14.0,2005
150,Purchasing managers,1.0,14.0,2005
160,"Transportation, storage, and distribution managers",0.5,14.0,2005
200,"Farm, ranch, and other agricultural managers",0.3333333333333333,14.0,2005
210,Farmers and ranchers,0.0,14.0,2005
220,Construction managers,0.0,14.0,2005
230,Education administrators,0.3333333333333333,14.0,2005
300,Engineering managers,1.0,14.0,2005
310,Food service managers,0.0,14.0,2005
320,Funeral directors,0.0,14.0,2005
330,Gaming managers,0.0,14.0,2005
340,Lodging managers,1.0,14.0,2005
350,Medical and health services managers,0.0,14.0,2005
360,Natural sciences managers,1.0,14.0,2005
400,Postmasters and mail superintendents,0.0,14.0,2005
410,"Property, real estate, and community association managers",0.0,14.0,2005
420,Social and community service managers,1.0,14.0,2005
430,"Managers, all other",1.0,14.0,2005
500,"Agents and business managers of artists, performers, and athletes",1.0,14.0,2005
510,"Purchasing agents and buyers, farm products",1.0,14.0,2005
520,"Wholesale and retail buyers, except farm products",1.0,14.0,2005
530,"Purchasing agents, except wholesale, retail, and farm products",1.0,14.0,2005
540,"Claims adjusters, appraisers, examiners, and investigators",0.25,14.0,2005
560,"Compliance officers, except agriculture, construction, health and safety, and transportation",0.5,14.0,2005
600,Cost estimators,1.0,14.0,2005
620,"Human resources, training, and labor relations specialists",1.0,14.0,2005
700,Logisticians,1.0,14.0,2005
710,Management analysts,1.0,14.0,2005
720,Meeting and convention planners,1.0,14.0,2005
730,Other business operations specialists,0.6666666666666666,14.0,2005
800,Accountants and auditors,1.0,14.0,2005
810,Appraisers and assessors of real estate,0.5,14.0,2005
820,Budget analysts,1.0,14.0,2005
830,Credit analysts,1.0,14.0,2005
840,Financial analysts,1.0,14.0,2005
850,Personal financial advisors,1.0,14.0,2005
860,Insurance underwriters,1.0,14.0,2005
900,Financial examiners,1.0,14.0,2005
910,Loan counselors and officers,1.0,14.0,2005
930,"Tax examiners, collectors, and revenue agents",1.0,14.0,2005
940,Tax preparers,1.0,14.0,2005
950,"Financial specialists, all other",0.9583333333333334,14.0,2005
1000,Computer scientists and systems analysts,1.0,14.0,2005
1010,Computer programmers,1.0,14.0,2005
1020,Computer software engineers,1.0,14.0,2005
1040,Computer support specialists,1.0,14.0,2005
1060,Database administrators,1.0,14.0,2005
1100,Network and computer systems administrators,1.0,14.0,2005
1110,Network systems and data communications analysts,1.0,14.0,2005
1200,Actuaries,1.0,14.0,2005
1210,Mathematicians,1.0,14.0,2005
1220,Operations research analysts,1.0,14.0,2005
1230,Statisticians,1.0,14.0,2005
1240,Miscellaneous mathematical science occupations,1.0,14.0,2005
1300,"Architects, except naval",1.0,14.0,2005
1310,"Surveyors, cartographers, and photogrammetrists",0.0,14.0,2005
1320,Aerospace engineers,1.0,14.0,2005
1330,Agricultural engineers,1.0,14.0,2005
1340,Biomedical engineers,0.0,14.0,2005
1350,Chemical engineers,1.0,14.0,2005
1360,Civil engineers,1.0,14.0,2005
1400,Computer hardware engineers,1.0,14.0,2005
1410,Electrical and electronic engineers,1.0,14.0,2005
1420,Environmental engineers,1.0,14.0,2005
1430,"Industrial engineers, including health and safety",0.5,14.0,2005
1440,Marine engineers and naval architects,0.5,14.0,2005
1450,Materials engineers,1.0,14.0,2005
1460,Mechanical engineers,1.0,14.0,2005
1500,"Mining and geological engineers, including mining safety engineers",1.0,14.0,2005
1510,Nuclear engineers,1.0,14.0,2005
1520,Petroleum engineers,1.0,14.0,2005
1530,"Engineers, all other",1.0,14.0,2005
1540,Drafters,1.0,14.0,2005
1550,"Engineering technicians, except drafters",0.4375,14.0,2005
1560,Surveying and mapping technicians,0.5,14.0,2005
1600,Agricultural and food scientists,1.0,14.0,2005
1610,Biological scientists,0.0,14.0,2005
1640,Conservation scientists and foresters,0.0,14.0,2005
1650,Medical scientists,1.0,14.0,2005
1700,Astronomers and physicists,1.0,14.0,2005
1710,Atmospheric and space scientists,1.0,14.0,2005
1720,Chemists and materials scientists,0.5,14.0,2005
1740,Environmental scientists and geoscientists,1.0,14.0,2005
1760,"Physical scientists, all other",1.0,14.0,2005
1800,Economists,1.0,14.0,2005
1810,Market and survey researchers,1.0,14.0,2005
1820,Psychologists,0.5,14.0,2005
1830,Sociologists,1.0,14.0,2005
1840,Urban and regional planners,1.0,14.0,2005
1860,Miscellaneous social scientists and related workers,0.75,14.0,2005
1900,Agricultural and food science technicians,0.0,14.0,2005
1910,Biological technicians,1.0,14.0,2005
1920,Chemical technicians,0.0,14.0,2005
1930,Geological and petroleum technicians,1.0,14.0,2005
1940,Nuclear technicians,0.0,14.0,2005
1960,"Other life, physical, and social science technicians",0.3,14.0,2005
2000,Counselors,0.4,14.0,2005
2010,Social workers,0.0,14.0,2005
2020,Miscellaneous community and social service specialists,0.0,14.0,2005
2040,Clergy,1.0,14.0,2005
2050,"Directors, religious activities and education",0.0,14.0,2005
2060,"Religious workers, all other",0.5,14.0,2005
2100,Lawyers,0.0,14.0,2005
2110,"Judges, magistrates, and other judicial workers",0.0,14.0,2005
2140,Paralegals and legal assistants,1.0,14.0,2005
2150,Miscellaneous legal support workers,0.3333333333333333,14.0,2005
2200,Postsecondary teachers,0.9565217391304348,14.0,2005
2300,Preschool and kindergarten teachers,0.0,14.0,2005
2310,Elementary and middle school teachers,0.0,14.0,2005
2320,Secondary school teachers,0.0,14.0,2005
2330,Special education teachers,0.0,14.0,2005
2340,Other teachers and instructors,0.5,14.0,2005
2400,"Archivists, curators, and museum technicians",0.3333333333333333,14.0,2005
2430,Librarians,1.0,14.0,2005
2440,Library technicians,1.0,14.0,2005
2540,Teacher assistants,0.0,14.0,2005
2550,"Other education, training, and library workers",0.75,14.0,2005
2600,Artists and related workers,0.25,14.0,2005
2630,Designers,0.5714285714285714,14.0,2005
2700,Actors,0.0,14.0,2005
2710,Producers and directors,0.6,14.0,2005
2720,"Athletes, coaches, umpires, and related workers",0.0,14.0,2005
2740,Dancers and choreographers,0.0,14.0,2005
2750,"Musicians, singers, and related workers",0.0,14.0,2005
2760,"Entertainers and performers, sports and related workers, all other",0.06666666666666667,14.0,2005
2800,Announcers,0.5,14.0,2005
2810,"News analysts, reporters and correspondents",1.0,14.0,2005
2820,Public relations specialists,1.0,14.0,2005
2830,Editors,1.0,14.0,2005
2840,Technical writers,1.0,14.0,2005
2850,Writers and authors,1.0,14.0,2005
2860,Miscellaneous media and communication workers,0.0,14.0,2005
2900,Broadcast and sound engineering technicians and radio operators,0.25,14.0,2005
2910,Photographers,1.0,14.0,2005
2920,"Television, video, and motion picture camera operators and editors",0.0,14.0,2005
2960,"Media and communication equipment workers, all other",0.2857142857142857,14.0,2005
3000,Chiropractors,0.0,14.0,2005
3010,Dentists,0.0,14.0,2005
3030,Dietitians and nutritionists,1.0,14.0,2005
3040,Optometrists,1.0,14.0,2005
3050,Pharmacists,0.0,14.0,2005
3060,Physicians and surgeons,0.0,14.0,2005
3110,Physician assistants,0.0,14.0,2005
3120,Podiatrists,0.0,14.0,2005
3130,Registered nurses,0.0,14.0,2005
3140,Audiologists,0.0,14.0,2005
