census_code,occupation_title,telework,onet_version,oews_year
10,Chief executives,0.5,25.1,2022
20,General and operations managers,1.0,25.1,2022
30,Legislators,0.9721414349314302,25.1,2022
40,Advertising and promotions managers,1.0,25.1,2022
51,Marketing managers,1.0,25.1,2022
52,Sales managers,1.0,25.1,2022
60,Public relations and fundraising managers,1.0,25.1,2022
101,Administrative services managers,1.0,25.1,2022
102,Facilities managers,1.0,25.1,2022
110,Computer and information systems managers,1.0,25.1,2022
120,Financial managers,0.6666666666666666,25.1,2022
135,Compensation and benefits managers,1.0,25.1,2022
136,Human resources managers,0.0,25.1,2022
137,Training and development managers,1.0,25.1,2022
140,Industrial production managers,0.0,25.1,2022
150,Purchasing managers,1.0,25.1,2022
160,"Transportation, storage, and distribution managers",0.5,25.1,2022
205,"Farmers, ranchers, and other agricultural managers",0.0,25.1,2022
220,Construction managers,0.0,25.1,2022
230,Education and childcare administrators ,0.44264883621193807,25.1,2022
300,Architectural and engineering managers,1.0,25.1,2022
310,Food service managers,0.0,25.1,2022
325,Funeral home managers,0.0,25.1,2022
335,Entertainment and recreation managers,0.0,25.1,2022
340,Lodging managers,1.0,25.1,2022
350,Medical and health services managers,1.0,25.1,2022
360,Natural sciences managers,1.0,25.1,2022
400,Postmasters and mail superintendents,0.0,25.1,2022
410,"Property, real estate, and community association managers",1.0,25.1,2022
420,Social and community service managers,0.0,25.1,2022
425,Emergency management directors,1.0,25.1,2022
426,"Personal service managers, all other",1.0,25.1,2022
440,"Managers, all other",0.8333333333333334,25.1,2022
500,"Agents and business managers of artists, performers, and athletes",1.0,25.1,2022
510,"Buyers and purchasing agents, farm products",1.0,25.1,2022
520,"Wholesale and retail buyers, except farm products",1.0,25.1,2022
530,"Purchasing agents, except wholesale, retail, and farm products",1.0,25.1,2022
540,"Claims adjusters, appraisers, examiners, and investigators",0.0,25.1,2022
565,Compliance officers,0.7142857142857143,25.1,2022
600,Cost estimators,1.0,25.1,2022
630,Human resources workers,0.0,25.1,2022
640,"Compensation, benefits, and job analysis specialists",1.0,25.1,2022
650,Training and development specialists,1.0,25.1,2022
700,Logisticians,1.0,25.1,2022
705,Project management specialists,1.0,25.1,2022
710,Management analysts,1.0,25.1,2022
725,"Meeting, convention, and event planners",1.0,25.1,2022
726,Fundraisers,1.0,25.1,2022
735,Market research analysts and marketing specialists,1.0,25.1,2022
750,"Business operations specialists, all other",1.0,25.1,2022
800,Accountants and auditors,1.0,25.1,2022
810,Property appraisers and assessors,1.0,25.1,2022
820,Budget analysts,1.0,25.1,2022
830,Credit analysts,1.0,25.1,2022
845,Financial and investment analysts,1.0,25.1,2022
850,Personal financial advisors,1.0,25.1,2022
860,Insurance underwriters,1.0,25.1,2022
900,Financial examiners,1.0,25.1,2022
910,Credit counselors and loan officers,1.0,25.1,2022
930,"Tax examiners and collectors, and revenue agents",0.0,25.1,2022
940,Tax preparers,1.0,25.1,2022
960,Other financial specialists,0.9806075607905648,25.1,2022
1005,Computer and information research scientists,1.0,25.1,2022
1006,Computer systems analysts,1.0,25.1,2022
1007,Information security analysts,1.0,25.1,2022
1010,Computer programmers,1.0,25.1,2022
1021,Software developers,1.0,25.1,2022
1022,Software quality assurance analysts and testers,1.0,25.1,2022
1031,Web developers,1.0,25.1,2022
1032,Web and digital interface designers,1.0,25.1,2022
1050,Computer support specialists,1.0,25.1,2022
1065,Database administrators and architects,1.0,25.1,2022
1105,Network and computer systems administrators,1.0,25.1,2022
1106,Computer network architects,1.0,25.1,2022
1108,"Computer occupations, all other",0.8,25.1,2022
1200,Actuaries,1.0,25.1,2022
1210,Mathematicians,1.0,25.1,2022
1220,Operations research analysts,1.0,25.1,2022
1230,Statisticians,1.0,25.1,2022
1240,Other mathematical science occupations,1.0,25.1,2022
1305,"Architects, except landscape and naval",1.0,25.1,2022
1306,Landscape architects,1.0,25.1,2022
1310,"Surveyors, cartographers, and photogrammetrists",0.3913007863695937,25.1,2022
1320,Aerospace engineers,1.0,25.1,2022
1330,Agricultural engineers,1.0,25.1,2022
1340,Bioengineers and biomedical engineers,1.0,25.1,2022
1350,Chemical engineers,1.0,25.1,2022
1360,Civil engineers,1.0,25.1,2022
1400,Computer hardware engineers,1.0,25.1,2022
1410,Electrical and electronics engineers,1.0,25.1,2022
1420,Environmental engineers,1.0,25.1,2022
1430,"Industrial engineers, including health and safety ",1.0,25.1,2022
1440,Marine engineers and naval architects,1.0,25.1,2022
1450,Materials engineers,1.0,25.1,2022
1460,Mechanical engineers,1.0,25.1,2022
1500,"Mining and geological engineers, including mining safety engineers",1.0,25.1,2022
1510,Nuclear engineers,1.0,25.1,2022
1520,Petroleum engineers,1.0,25.1,2022
1530,"Engineers, all other",1.0,25.1,2022
1541,Architectural and civil drafters,1.0,25.1,2022
1545,Other drafters,1.0,25.1,2022
1551,Electrical and electronic engineering technologists and technicians,1.0,25.1,2022
1555,"Other engineering technologists and technicians, except drafters",0.5182418577401401,25.1,2022
1560,Surveying and mapping technicians,1.0,25.1,2022
1600,Agricultural and food scientists,1.0,25.1,2022
1610,Biological scientists,1.0,25.1,2022
1640,Conservation scientists and foresters,0.0,25.1,2022
1650,Medical scientists,1.0,25.1,2022
1660,"Life scientists, all other",0.8959286220447078,25.1,2022
1700,Astronomers and physicists,1.0,25.1,2022
1710,Atmospheric and space scientists,1.0,25.1,2022
1720,Chemists and materials scientists,0.08322411533420708,25.1,2022
1745,"Environmental scientists and specialists, including health",1.0,25.1,2022
1750,"Geoscientists and hydrologists, except geographers",1.0,25.1,2022
1760,"Physical scientists, all other",1.0,25.1,2022
1800,Economists,1.0,25.1,2022
1815,Survey researchers,1.0,25.1,2022
1821,Clinical and counseling psychologists,1.0,25.1,2022
1822,School psychologists,1.0,25.1,2022
1825,Other psychologists,1.0,25.1,2022
1830,Sociologists,1.0,25.1,2022
1840,Urban and regional planners,1.0,25.1,2022
1860,Miscellaneous social scientists and related workers,1.0,25.1,2022
1900,Agricultural and food science technicians,0.23899599854492543,25.1,2022
1910,Biological technicians,1.0,25.1,2022
1920,Chemical technicians,0.0,25.1,2022
1935,Environmental  science and geoscience technicians,0.21281039684381528,25.1,2022
1940,Nuclear technicians,0.0,25.1,2022
1950,Social science research assistants,1.0,25.1,2022
1970,"Other life, physical, and social science technicians",0.485655505107832,25.1,2022
1980,Occupational health and safety specialists and technicians,1.0,25.1,2022
2001,Substance abuse and behavioral disorder counselors,0.0,25.1,2022
2002,"Educational, guidance, and career counselors and advisors",0.0,25.1,2022
2003,Marriage and family therapists,0.0,25.1,2022
2004,Mental health counselors,1.0,25.1,2022
2005,Rehabilitation counselors,1.0,25.1,2022
2006,"Counselors, all other",0.1821436464088398,25.1,2022
2011,"Child, family, and school social workers",0.0,25.1,2022
